EncryptedID,Semester,GPA,TC qua,Acc
7cd66d66a8075d4f4c81faf0da9f89a91dd11c459ab81d87dad1c97a1d05da15,5,2.37,13,62
7cd66d66a8075d4f4c81faf0da9f89a91dd11c459ab81d87dad1c97a1d05da15,6,2.5,20,84
7cd66d66a8075d4f4c81faf0da9f89a91dd11c459ab81d87dad1c97a1d05da15,7,1.6,15,99
7cd66d66a8075d4f4c81faf0da9f89a91dd11c459ab81d87dad1c97a1d05da15,8,1.55,14,113
7cd66d66a8075d4f4c81faf0da9f89a91dd11c459ab81d87dad1c97a1d05da15,9,3.0,9,124
7cd66d66a8075d4f4c81faf0da9f89a91dd11c459ab81d87dad1c97a1d05da15,10,4.0,6,130
7ce4ab5d7d9c49ec1e6fc43697b17fe4ded17c99629adfcd9183fc3f0ceec112,1,1.64,10,10
7ce4ab5d7d9c49ec1e6fc43697b17fe4ded17c99629adfcd9183fc3f0ceec112,2,1.45,8,18
7ce4ab5d7d9c49ec1e6fc43697b17fe4ded17c99629adfcd9183fc3f0ceec112,3,2.95,21,39
7ce4ab5d7d9c49ec1e6fc43697b17fe4ded17c99629adfcd9183fc3f0ceec112,4,2.33,18,57
7ce4ab5d7d9c49ec1e6fc43697b17fe4ded17c99629adfcd9183fc3f0ceec112,5,2.76,19,80
7ce4ab5d7d9c49ec1e6fc43697b17fe4ded17c99629adfcd9183fc3f0ceec112,6,3.0,21,101
7ce4ab5d7d9c49ec1e6fc43697b17fe4ded17c99629adfcd9183fc3f0ceec112,7,3.15,13,114
7ce4ab5d7d9c49ec1e6fc43697b17fe4ded17c99629adfcd9183fc3f0ceec112,8,3.24,21,135
7ce4ab5d7d9c49ec1e6fc43697b17fe4ded17c99629adfcd9183fc3f0ceec112,9,3.33,6,143
7ce4ab5d7d9c49ec1e6fc43697b17fe4ded17c99629adfcd9183fc3f0ceec112,10,3.62,12,155
7ce9bcd4137d491112e8d4ddaf4e1482cb9dc346ae0262bf65cd92506301b31d,1,1.83,12,12
7ce9bcd4137d491112e8d4ddaf4e1482cb9dc346ae0262bf65cd92506301b31d,2,2.25,11,23
7ce9bcd4137d491112e8d4ddaf4e1482cb9dc346ae0262bf65cd92506301b31d,3,3.03,16,39
7ce9bcd4137d491112e8d4ddaf4e1482cb9dc346ae0262bf65cd92506301b31d,4,2.8,20,59
7ce9bcd4137d491112e8d4ddaf4e1482cb9dc346ae0262bf65cd92506301b31d,5,3.05,19,81
7ce9bcd4137d491112e8d4ddaf4e1482cb9dc346ae0262bf65cd92506301b31d,6,3.45,22,103
7ce9bcd4137d491112e8d4ddaf4e1482cb9dc346ae0262bf65cd92506301b31d,7,3.32,19,122
7ce9bcd4137d491112e8d4ddaf4e1482cb9dc346ae0262bf65cd92506301b31d,8,3.67,18,140
7ce9bcd4137d491112e8d4ddaf4e1482cb9dc346ae0262bf65cd92506301b31d,9,2.8,10,146
7ce9bcd4137d491112e8d4ddaf4e1482cb9dc346ae0262bf65cd92506301b31d,10,4.0,9,155
7ceb33ef43c1eea55284bc2d35cf8ff29df2a1f22dab4b29b37eefb1642ed6d4,1,0.71,4,4
7ceb33ef43c1eea55284bc2d35cf8ff29df2a1f22dab4b29b37eefb1642ed6d4,2,0.59,5,9
7ceb33ef43c1eea55284bc2d35cf8ff29df2a1f22dab4b29b37eefb1642ed6d4,3,1.97,17,30
7ceb33ef43c1eea55284bc2d35cf8ff29df2a1f22dab4b29b37eefb1642ed6d4,4,1.2,10,40
7ceb33ef43c1eea55284bc2d35cf8ff29df2a1f22dab4b29b37eefb1642ed6d4,5,1.39,12,55
7ceb33ef43c1eea55284bc2d35cf8ff29df2a1f22dab4b29b37eefb1642ed6d4,6,2.32,16,71
7ceb33ef43c1eea55284bc2d35cf8ff29df2a1f22dab4b29b37eefb1642ed6d4,7,2.17,18,89
7ceb33ef43c1eea55284bc2d35cf8ff29df2a1f22dab4b29b37eefb1642ed6d4,8,2.77,11,100
7ceb33ef43c1eea55284bc2d35cf8ff29df2a1f22dab4b29b37eefb1642ed6d4,9,3.18,19,123
7ceb33ef43c1eea55284bc2d35cf8ff29df2a1f22dab4b29b37eefb1642ed6d4,10,3.18,20,143
7ceb33ef43c1eea55284bc2d35cf8ff29df2a1f22dab4b29b37eefb1642ed6d4,11,4.0,9,152
7ceb33ef43c1eea55284bc2d35cf8ff29df2a1f22dab4b29b37eefb1642ed6d4,12,1.0,3,155
7d11e40131b78f6e9a7da0a7b302b6cfa75f22aaaf74f7a4c4f53210766610fa,1,2.43,14,14
7d11e40131b78f6e9a7da0a7b302b6cfa75f22aaaf74f7a4c4f53210766610fa,2,3.27,11,25
7d11e40131b78f6e9a7da0a7b302b6cfa75f22aaaf74f7a4c4f53210766610fa,3,2.31,21,46
7d11e40131b78f6e9a7da0a7b302b6cfa75f22aaaf74f7a4c4f53210766610fa,4,2.0,15,61
7d11e40131b78f6e9a7da0a7b302b6cfa75f22aaaf74f7a4c4f53210766610fa,5,2.44,14,75
7d11e40131b78f6e9a7da0a7b302b6cfa75f22aaaf74f7a4c4f53210766610fa,6,2.66,19,94
7d11e40131b78f6e9a7da0a7b302b6cfa75f22aaaf74f7a4c4f53210766610fa,7,3.12,19,113
7d11e40131b78f6e9a7da0a7b302b6cfa75f22aaaf74f7a4c4f53210766610fa,8,3.19,18,131
7d11e40131b78f6e9a7da0a7b302b6cfa75f22aaaf74f7a4c4f53210766610fa,9,3.14,9,144
7d11e40131b78f6e9a7da0a7b302b6cfa75f22aaaf74f7a4c4f53210766610fa,10,3.5,9,153
7d11e40131b78f6e9a7da0a7b302b6cfa75f22aaaf74f7a4c4f53210766610fa,11,0.0,0,153
7d11e40131b78f6e9a7da0a7b302b6cfa75f22aaaf74f7a4c4f53210766610fa,12,4.0,2,155
7d82e6b36c954b17be87cc7cf35aa3a4133ef9280fca5a44f93ccde932d07c68,1,1.71,12,12
7d82e6b36c954b17be87cc7cf35aa3a4133ef9280fca5a44f93ccde932d07c68,2,1.14,11,23
7d82e6b36c954b17be87cc7cf35aa3a4133ef9280fca5a44f93ccde932d07c68,3,1.88,18,41
7d82e6b36c954b17be87cc7cf35aa3a4133ef9280fca5a44f93ccde932d07c68,4,1.5,15,56
7d82e6b36c954b17be87cc7cf35aa3a4133ef9280fca5a44f93ccde932d07c68,5,2.44,16,75
7d82e6b36c954b17be87cc7cf35aa3a4133ef9280fca5a44f93ccde932d07c68,6,2.75,22,97
7d82e6b36c954b17be87cc7cf35aa3a4133ef9280fca5a44f93ccde932d07c68,7,3.35,23,117
7d82e6b36c954b17be87cc7cf35aa3a4133ef9280fca5a44f93ccde932d07c68,8,3.69,18,135
7d82e6b36c954b17be87cc7cf35aa3a4133ef9280fca5a44f93ccde932d07c68,9,3.06,16,144
7d82e6b36c954b17be87cc7cf35aa3a4133ef9280fca5a44f93ccde932d07c68,10,4.0,12,156
7d83774088ccf93866608431d05ec29f356550e37fab9811ee2ff547c46a9646,1,0.71,6,6
7d83774088ccf93866608431d05ec29f356550e37fab9811ee2ff547c46a9646,2,0.68,5,11
7d83774088ccf93866608431d05ec29f356550e37fab9811ee2ff547c46a9646,3,3.05,21,32
7d83774088ccf93866608431d05ec29f356550e37fab9811ee2ff547c46a9646,4,2.52,20,52
7d83774088ccf93866608431d05ec29f356550e37fab9811ee2ff547c46a9646,5,3.02,20,78
7d83774088ccf93866608431d05ec29f356550e37fab9811ee2ff547c46a9646,6,3.35,17,95
7d83774088ccf93866608431d05ec29f356550e37fab9811ee2ff547c46a9646,7,3.55,22,117
7d83774088ccf93866608431d05ec29f356550e37fab9811ee2ff547c46a9646,8,3.67,18,129
7d83774088ccf93866608431d05ec29f356550e37fab9811ee2ff547c46a9646,9,3.8,15,146
7d83774088ccf93866608431d05ec29f356550e37fab9811ee2ff547c46a9646,10,4.0,9,155
7d85764dea05344f53271a50a70869753cfb338d7853cdd07398ee90c6eafd35,1,2.0,12,12
7d85764dea05344f53271a50a70869753cfb338d7853cdd07398ee90c6eafd35,2,1.57,11,23
7d85764dea05344f53271a50a70869753cfb338d7853cdd07398ee90c6eafd35,3,2.68,14,39
7d85764dea05344f53271a50a70869753cfb338d7853cdd07398ee90c6eafd35,4,1.66,17,56
7d85764dea05344f53271a50a70869753cfb338d7853cdd07398ee90c6eafd35,5,2.42,19,78
7d85764dea05344f53271a50a70869753cfb338d7853cdd07398ee90c6eafd35,6,2.31,15,93
7d85764dea05344f53271a50a70869753cfb338d7853cdd07398ee90c6eafd35,7,3.03,19,112
7d85764dea05344f53271a50a70869753cfb338d7853cdd07398ee90c6eafd35,8,2.97,18,130
7d85764dea05344f53271a50a70869753cfb338d7853cdd07398ee90c6eafd35,9,2.96,12,142
7d85764dea05344f53271a50a70869753cfb338d7853cdd07398ee90c6eafd35,10,2.93,14,156
7dac496faa63d717cc41382dac0c6a078790bbd2e1ebf0b9f69321fb3060d6d1,1,1.67,8,8
7dac496faa63d717cc41382dac0c6a078790bbd2e1ebf0b9f69321fb3060d6d1,2,2.07,11,19
7dac496faa63d717cc41382dac0c6a078790bbd2e1ebf0b9f69321fb3060d6d1,3,2.35,20,46
7dac496faa63d717cc41382dac0c6a078790bbd2e1ebf0b9f69321fb3060d6d1,4,2.62,20,66
7dac496faa63d717cc41382dac0c6a078790bbd2e1ebf0b9f69321fb3060d6d1,5,2.78,20,86
7dac496faa63d717cc41382dac0c6a078790bbd2e1ebf0b9f69321fb3060d6d1,6,3.24,17,103
7dac496faa63d717cc41382dac0c6a078790bbd2e1ebf0b9f69321fb3060d6d1,7,3.69,18,119
7dac496faa63d717cc41382dac0c6a078790bbd2e1ebf0b9f69321fb3060d6d1,8,4.0,9,125
7db40c08baf086336aa35f51a576cfcc3b358c920bafeedf875148f70a17ea92,1,1.92,12,12
7db40c08baf086336aa35f51a576cfcc3b358c920bafeedf875148f70a17ea92,2,0.57,6,18
7db40c08baf086336aa35f51a576cfcc3b358c920bafeedf875148f70a17ea92,3,2.07,14,32
7db40c08baf086336aa35f51a576cfcc3b358c920bafeedf875148f70a17ea92,4,0.29,3,35
7db40c08baf086336aa35f51a576cfcc3b358c920bafeedf875148f70a17ea92,5,1.6,2,37
7db40c08baf086336aa35f51a576cfcc3b358c920bafeedf875148f70a17ea92,6,0.6,2,39
7db40c08baf086336aa35f51a576cfcc3b358c920bafeedf875148f70a17ea92,7,0.0,0,39
7db40c08baf086336aa35f51a576cfcc3b358c920bafeedf875148f70a17ea92,8,0.0,0,39
7dc237bde152df594fe18a5081c8b305caa5d508eb40bda8bfc57a097d86c2ab,1,0.75,4,4
7dc237bde152df594fe18a5081c8b305caa5d508eb40bda8bfc57a097d86c2ab,2,1.82,14,18
7dc237bde152df594fe18a5081c8b305caa5d508eb40bda8bfc57a097d86c2ab,3,1.41,15,33
7dc237bde152df594fe18a5081c8b305caa5d508eb40bda8bfc57a097d86c2ab,4,1.3,8,41
7dc237bde152df594fe18a5081c8b305caa5d508eb40bda8bfc57a097d86c2ab,5,2.16,19,66
7dc237bde152df594fe18a5081c8b305caa5d508eb40bda8bfc57a097d86c2ab,6,2.93,22,88
7dc237bde152df594fe18a5081c8b305caa5d508eb40bda8bfc57a097d86c2ab,7,3.29,17,113
7dc237bde152df594fe18a5081c8b305caa5d508eb40bda8bfc57a097d86c2ab,8,3.34,16,129
7dc237bde152df594fe18a5081c8b305caa5d508eb40bda8bfc57a097d86c2ab,9,3.1,10,143
7dc237bde152df594fe18a5081c8b305caa5d508eb40bda8bfc57a097d86c2ab,10,4.0,12,155
7dcdbd3a4d0be4dc249a23f2a0b41bd86fbce87fa470e566c67791276a946bd9,1,1.93,14,14
7dcdbd3a4d0be4dc249a23f2a0b41bd86fbce87fa470e566c67791276a946bd9,2,1.91,11,25
7dcdbd3a4d0be4dc249a23f2a0b41bd86fbce87fa470e566c67791276a946bd9,3,2.83,21,46
7dcdbd3a4d0be4dc249a23f2a0b41bd86fbce87fa470e566c67791276a946bd9,4,2.08,15,61
7dcdbd3a4d0be4dc249a23f2a0b41bd86fbce87fa470e566c67791276a946bd9,5,2.61,19,80
7dcdbd3a4d0be4dc249a23f2a0b41bd86fbce87fa470e566c67791276a946bd9,6,2.54,21,101
7dcdbd3a4d0be4dc249a23f2a0b41bd86fbce87fa470e566c67791276a946bd9,7,3.06,18,119
7dcdbd3a4d0be4dc249a23f2a0b41bd86fbce87fa470e566c67791276a946bd9,8,3.5,13,132
7dcdbd3a4d0be4dc249a23f2a0b41bd86fbce87fa470e566c67791276a946bd9,9,3.73,11,143
7dcdbd3a4d0be4dc249a23f2a0b41bd86fbce87fa470e566c67791276a946bd9,10,4.0,12,155
7eba5e3030daced3756edfa3aeef3cfee4f5dcdd75d97bfad7366776dfeee718,1,1.5,8,8
7eba5e3030daced3756edfa3aeef3cfee4f5dcdd75d97bfad7366776dfeee718,2,1.93,14,22
7eba5e3030daced3756edfa3aeef3cfee4f5dcdd75d97bfad7366776dfeee718,3,1.45,14,36
7eba5e3030daced3756edfa3aeef3cfee4f5dcdd75d97bfad7366776dfeee718,4,0.35,3,39
7eba5e3030daced3756edfa3aeef3cfee4f5dcdd75d97bfad7366776dfeee718,5,1.11,7,46
7eba5e3030daced3756edfa3aeef3cfee4f5dcdd75d97bfad7366776dfeee718,6,3.04,14,67
7eba5e3030daced3756edfa3aeef3cfee4f5dcdd75d97bfad7366776dfeee718,7,2.79,12,79
7eba5e3030daced3756edfa3aeef3cfee4f5dcdd75d97bfad7366776dfeee718,8,2.64,14,98
7eba5e3030daced3756edfa3aeef3cfee4f5dcdd75d97bfad7366776dfeee718,9,2.64,21,119
7eba5e3030daced3756edfa3aeef3cfee4f5dcdd75d97bfad7366776dfeee718,10,3.0,6,125
7f16c46fc8bcecf36b1886c9d6feeb10e5baab729dd4fb3b06d2d4b28bb27a25,1,1.33,11,11
7f16c46fc8bcecf36b1886c9d6feeb10e5baab729dd4fb3b06d2d4b28bb27a25,2,2.36,11,22
7f16c46fc8bcecf36b1886c9d6feeb10e5baab729dd4fb3b06d2d4b28bb27a25,3,1.93,14,36
7f16c46fc8bcecf36b1886c9d6feeb10e5baab729dd4fb3b06d2d4b28bb27a25,4,2.69,18,54
7f16c46fc8bcecf36b1886c9d6feeb10e5baab729dd4fb3b06d2d4b28bb27a25,5,3.13,19,79
7f16c46fc8bcecf36b1886c9d6feeb10e5baab729dd4fb3b06d2d4b28bb27a25,6,2.45,18,97
7f16c46fc8bcecf36b1886c9d6feeb10e5baab729dd4fb3b06d2d4b28bb27a25,7,2.55,19,118
7f16c46fc8bcecf36b1886c9d6feeb10e5baab729dd4fb3b06d2d4b28bb27a25,8,3.2,23,141
7f16c46fc8bcecf36b1886c9d6feeb10e5baab729dd4fb3b06d2d4b28bb27a25,9,4.0,3,144
7f16c46fc8bcecf36b1886c9d6feeb10e5baab729dd4fb3b06d2d4b28bb27a25,10,3.25,12,156
7f1e52873bf1449a411b6da76b139b4f8c9312fd6d4d1cce7b0fcb623f1396d2,1,0.67,4,4
7f1e52873bf1449a411b6da76b139b4f8c9312fd6d4d1cce7b0fcb623f1396d2,2,1.58,7,11
7f1e52873bf1449a411b6da76b139b4f8c9312fd6d4d1cce7b0fcb623f1396d2,3,0.0,0,11
7f1e52873bf1449a411b6da76b139b4f8c9312fd6d4d1cce7b0fcb623f1396d2,4,0.9,3,14
7f1e52873bf1449a411b6da76b139b4f8c9312fd6d4d1cce7b0fcb623f1396d2,5,0.0,0,14
7f1e52873bf1449a411b6da76b139b4f8c9312fd6d4d1cce7b0fcb623f1396d2,6,0.0,0,14
7f6c3ccd2dfcaa1abe8b78aea16d33ccdda5cae45c17200809521feb8dae28f8,1,2.75,12,12
7f6c3ccd2dfcaa1abe8b78aea16d33ccdda5cae45c17200809521feb8dae28f8,2,3.08,12,24
7f6c3ccd2dfcaa1abe8b78aea16d33ccdda5cae45c17200809521feb8dae28f8,3,2.12,12,36
7f6c3ccd2dfcaa1abe8b78aea16d33ccdda5cae45c17200809521feb8dae28f8,4,2.67,15,51
7f6c3ccd2dfcaa1abe8b78aea16d33ccdda5cae45c17200809521feb8dae28f8,5,3.88,20,75
7f6c3ccd2dfcaa1abe8b78aea16d33ccdda5cae45c17200809521feb8dae28f8,6,2.68,19,94
7f6c3ccd2dfcaa1abe8b78aea16d33ccdda5cae45c17200809521feb8dae28f8,7,3.18,20,116
7f6c3ccd2dfcaa1abe8b78aea16d33ccdda5cae45c17200809521feb8dae28f8,8,3.39,19,135
7f6c3ccd2dfcaa1abe8b78aea16d33ccdda5cae45c17200809521feb8dae28f8,9,3.4,10,145
7f6c3ccd2dfcaa1abe8b78aea16d33ccdda5cae45c17200809521feb8dae28f8,10,4.0,12,157
7f91dd694d0dcb3f4545a47e6ee87bc1dc1220362d4c8c09796119f1ec5b6129,1,1.08,4,4
7f91dd694d0dcb3f4545a47e6ee87bc1dc1220362d4c8c09796119f1ec5b6129,2,1.68,11,15
7f91dd694d0dcb3f4545a47e6ee87bc1dc1220362d4c8c09796119f1ec5b6129,3,2.66,16,39
7f91dd694d0dcb3f4545a47e6ee87bc1dc1220362d4c8c09796119f1ec5b6129,4,2.55,17,56
7f91dd694d0dcb3f4545a47e6ee87bc1dc1220362d4c8c09796119f1ec5b6129,5,2.62,21,83
7f91dd694d0dcb3f4545a47e6ee87bc1dc1220362d4c8c09796119f1ec5b6129,6,2.77,12,95
7f91dd694d0dcb3f4545a47e6ee87bc1dc1220362d4c8c09796119f1ec5b6129,7,3.28,23,118
7f91dd694d0dcb3f4545a47e6ee87bc1dc1220362d4c8c09796119f1ec5b6129,8,2.5,18,136
7f91dd694d0dcb3f4545a47e6ee87bc1dc1220362d4c8c09796119f1ec5b6129,9,3.71,7,143
7f91dd694d0dcb3f4545a47e6ee87bc1dc1220362d4c8c09796119f1ec5b6129,10,0.75,3,146
7f91dd694d0dcb3f4545a47e6ee87bc1dc1220362d4c8c09796119f1ec5b6129,11,3.5,9,155
7fffc6b93fc58258b25fcb2af4cb642391e89312cde9abbf1912be2fa111f6bf,1,2.14,14,14
7fffc6b93fc58258b25fcb2af4cb642391e89312cde9abbf1912be2fa111f6bf,2,0.64,5,19
7fffc6b93fc58258b25fcb2af4cb642391e89312cde9abbf1912be2fa111f6bf,3,2.26,21,46
7fffc6b93fc58258b25fcb2af4cb642391e89312cde9abbf1912be2fa111f6bf,4,1.25,12,58
7fffc6b93fc58258b25fcb2af4cb642391e89312cde9abbf1912be2fa111f6bf,5,0.82,4,62
7fffc6b93fc58258b25fcb2af4cb642391e89312cde9abbf1912be2fa111f6bf,6,2.44,24,86
7fffc6b93fc58258b25fcb2af4cb642391e89312cde9abbf1912be2fa111f6bf,7,2.06,12,100
7fffc6b93fc58258b25fcb2af4cb642391e89312cde9abbf1912be2fa111f6bf,8,2.53,16,116
7fffc6b93fc58258b25fcb2af4cb642391e89312cde9abbf1912be2fa111f6bf,9,3.12,17,138
7fffc6b93fc58258b25fcb2af4cb642391e89312cde9abbf1912be2fa111f6bf,10,3.79,14,155
802c1730ddbbf96f35f5b62f2065df406e345802e93898c9d79514578545c3c2,1,0.92,6,6
802c1730ddbbf96f35f5b62f2065df406e345802e93898c9d79514578545c3c2,2,2.29,14,20
802c1730ddbbf96f35f5b62f2065df406e345802e93898c9d79514578545c3c2,3,1.96,14,38
802c1730ddbbf96f35f5b62f2065df406e345802e93898c9d79514578545c3c2,4,1.5,13,51
802c1730ddbbf96f35f5b62f2065df406e345802e93898c9d79514578545c3c2,5,0.42,6,62
802c1730ddbbf96f35f5b62f2065df406e345802e93898c9d79514578545c3c2,6,3.08,20,82
802c1730ddbbf96f35f5b62f2065df406e345802e93898c9d79514578545c3c2,7,3.56,17,106
802c1730ddbbf96f35f5b62f2065df406e345802e93898c9d79514578545c3c2,8,2.64,11,117
802c1730ddbbf96f35f5b62f2065df406e345802e93898c9d79514578545c3c2,9,3.62,8,125
804d1b44e34f870f9da12bcc8b5acc6d9ed7548d02af9841f0e533abbd883889,1,2.0,12,12
804d1b44e34f870f9da12bcc8b5acc6d9ed7548d02af9841f0e533abbd883889,2,2.5,12,24
804d1b44e34f870f9da12bcc8b5acc6d9ed7548d02af9841f0e533abbd883889,3,2.25,13,37
804d1b44e34f870f9da12bcc8b5acc6d9ed7548d02af9841f0e533abbd883889,4,2.38,16,53
804d1b44e34f870f9da12bcc8b5acc6d9ed7548d02af9841f0e533abbd883889,5,2.95,19,72
804d1b44e34f870f9da12bcc8b5acc6d9ed7548d02af9841f0e533abbd883889,6,3.17,18,90
804d1b44e34f870f9da12bcc8b5acc6d9ed7548d02af9841f0e533abbd883889,7,3.0,17,107
804d1b44e34f870f9da12bcc8b5acc6d9ed7548d02af9841f0e533abbd883889,8,2.93,22,129
804d1b44e34f870f9da12bcc8b5acc6d9ed7548d02af9841f0e533abbd883889,9,3.43,15,144
804d1b44e34f870f9da12bcc8b5acc6d9ed7548d02af9841f0e533abbd883889,10,4.0,12,156
80a115c5d42ebcc225f1a284bdb621842578d3951a510c4cdc577f06bb3f9c5e,1,2.67,12,12
80a115c5d42ebcc225f1a284bdb621842578d3951a510c4cdc577f06bb3f9c5e,2,2.32,14,26
80a115c5d42ebcc225f1a284bdb621842578d3951a510c4cdc577f06bb3f9c5e,3,3.41,16,42
80a115c5d42ebcc225f1a284bdb621842578d3951a510c4cdc577f06bb3f9c5e,4,3.13,19,61
80a115c5d42ebcc225f1a284bdb621842578d3951a510c4cdc577f06bb3f9c5e,5,2.85,17,78
80a115c5d42ebcc225f1a284bdb621842578d3951a510c4cdc577f06bb3f9c5e,6,3.64,22,100
80a115c5d42ebcc225f1a284bdb621842578d3951a510c4cdc577f06bb3f9c5e,7,3.79,21,121
80a115c5d42ebcc225f1a284bdb621842578d3951a510c4cdc577f06bb3f9c5e,8,3.85,23,144
80a115c5d42ebcc225f1a284bdb621842578d3951a510c4cdc577f06bb3f9c5e,9,4.0,3,147
80a115c5d42ebcc225f1a284bdb621842578d3951a510c4cdc577f06bb3f9c5e,10,4.0,9,156
80afbb7be3f9572f49bb9386f14049485767bf893401568929678bb1efe6aec8,1,1.58,8,8
80afbb7be3f9572f49bb9386f14049485767bf893401568929678bb1efe6aec8,2,1.79,11,19
80afbb7be3f9572f49bb9386f14049485767bf893401568929678bb1efe6aec8,3,1.18,10,29
80afbb7be3f9572f49bb9386f14049485767bf893401568929678bb1efe6aec8,4,2.08,19,48
80afbb7be3f9572f49bb9386f14049485767bf893401568929678bb1efe6aec8,5,2.94,16,64
80afbb7be3f9572f49bb9386f14049485767bf893401568929678bb1efe6aec8,6,2.52,21,85
80afbb7be3f9572f49bb9386f14049485767bf893401568929678bb1efe6aec8,7,2.5,20,112
80afbb7be3f9572f49bb9386f14049485767bf893401568929678bb1efe6aec8,8,2.78,14,126
80afbb7be3f9572f49bb9386f14049485767bf893401568929678bb1efe6aec8,9,2.5,14,140
80afbb7be3f9572f49bb9386f14049485767bf893401568929678bb1efe6aec8,10,2.97,16,156
80d0648b05082d2ae4a82a6cb58b96092e07fea7242f90a81e2cec06da0f9bae,1,1.17,8,8
80d0648b05082d2ae4a82a6cb58b96092e07fea7242f90a81e2cec06da0f9bae,2,1.29,9,17
80d0648b05082d2ae4a82a6cb58b96092e07fea7242f90a81e2cec06da0f9bae,3,0.17,2,19
80d0648b05082d2ae4a82a6cb58b96092e07fea7242f90a81e2cec06da0f9bae,4,0.62,2,21
80d0648b05082d2ae4a82a6cb58b96092e07fea7242f90a81e2cec06da0f9bae,5,1.11,6,27
80d0648b05082d2ae4a82a6cb58b96092e07fea7242f90a81e2cec06da0f9bae,6,0.33,3,30
80d0648b05082d2ae4a82a6cb58b96092e07fea7242f90a81e2cec06da0f9bae,7,1.24,9,44
80d0648b05082d2ae4a82a6cb58b96092e07fea7242f90a81e2cec06da0f9bae,8,1.14,15,61
80d0648b05082d2ae4a82a6cb58b96092e07fea7242f90a81e2cec06da0f9bae,9,2.21,14,78
80d0648b05082d2ae4a82a6cb58b96092e07fea7242f90a81e2cec06da0f9bae,10,1.98,21,99
80d0648b05082d2ae4a82a6cb58b96092e07fea7242f90a81e2cec06da0f9bae,11,0.75,6,107
80d0648b05082d2ae4a82a6cb58b96092e07fea7242f90a81e2cec06da0f9bae,12,2.2,12,119
80d0648b05082d2ae4a82a6cb58b96092e07fea7242f90a81e2cec06da0f9bae,13,2.17,6,125
80d64b58bf97d8335666c13c956d7d923e53e86fb34390b445cc954124fcc86f,1,0.58,4,4
80d64b58bf97d8335666c13c956d7d923e53e86fb34390b445cc954124fcc86f,2,1.07,9,13
80d64b58bf97d8335666c13c956d7d923e53e86fb34390b445cc954124fcc86f,3,1.61,14,31
80d64b58bf97d8335666c13c956d7d923e53e86fb34390b445cc954124fcc86f,4,1.59,19,50
80d64b58bf97d8335666c13c956d7d923e53e86fb34390b445cc954124fcc86f,5,3.24,23,79
80d64b58bf97d8335666c13c956d7d923e53e86fb34390b445cc954124fcc86f,6,2.72,23,102
80d64b58bf97d8335666c13c956d7d923e53e86fb34390b445cc954124fcc86f,7,3.12,15,119
80d64b58bf97d8335666c13c956d7d923e53e86fb34390b445cc954124fcc86f,8,2.57,11,130
80d64b58bf97d8335666c13c956d7d923e53e86fb34390b445cc954124fcc86f,9,3.69,13,145
80d64b58bf97d8335666c13c956d7d923e53e86fb34390b445cc954124fcc86f,10,3.62,12,157
80ec73f612d9e9489612190b18ce4bb4da7762c047a1ed077e48b234fc67a3c8,1,1.75,12,12
80ec73f612d9e9489612190b18ce4bb4da7762c047a1ed077e48b234fc67a3c8,2,1.32,9,21
80ec73f612d9e9489612190b18ce4bb4da7762c047a1ed077e48b234fc67a3c8,3,2.39,18,39
80ec73f612d9e9489612190b18ce4bb4da7762c047a1ed077e48b234fc67a3c8,4,1.48,19,58
80ec73f612d9e9489612190b18ce4bb4da7762c047a1ed077e48b234fc67a3c8,5,1.94,15,73
80ec73f612d9e9489612190b18ce4bb4da7762c047a1ed077e48b234fc67a3c8,6,2.73,22,95
80ec73f612d9e9489612190b18ce4bb4da7762c047a1ed077e48b234fc67a3c8,7,2.64,22,114
80ec73f612d9e9489612190b18ce4bb4da7762c047a1ed077e48b234fc67a3c8,8,2.68,19,133
80ec73f612d9e9489612190b18ce4bb4da7762c047a1ed077e48b234fc67a3c8,9,1.0,8,141
80ec73f612d9e9489612190b18ce4bb4da7762c047a1ed077e48b234fc67a3c8,10,0.0,0,141
80ec73f612d9e9489612190b18ce4bb4da7762c047a1ed077e48b234fc67a3c8,11,0.0,0,141
80ec73f612d9e9489612190b18ce4bb4da7762c047a1ed077e48b234fc67a3c8,12,0.0,0,141
80eec71166991be5f86a6a6b70fa26778a96dc6aae921028fa98dd0060a5cfe8,1,1.92,8,8
80eec71166991be5f86a6a6b70fa26778a96dc6aae921028fa98dd0060a5cfe8,2,2.67,12,20
80eec71166991be5f86a6a6b70fa26778a96dc6aae921028fa98dd0060a5cfe8,3,2.17,18,42
80eec71166991be5f86a6a6b70fa26778a96dc6aae921028fa98dd0060a5cfe8,4,2.69,18,60
80eec71166991be5f86a6a6b70fa26778a96dc6aae921028fa98dd0060a5cfe8,5,2.47,19,79
80eec71166991be5f86a6a6b70fa26778a96dc6aae921028fa98dd0060a5cfe8,6,2.85,24,101
80eec71166991be5f86a6a6b70fa26778a96dc6aae921028fa98dd0060a5cfe8,7,2.43,21,124
80eec71166991be5f86a6a6b70fa26778a96dc6aae921028fa98dd0060a5cfe8,8,3.48,20,144
80eec71166991be5f86a6a6b70fa26778a96dc6aae921028fa98dd0060a5cfe8,9,3.18,17,156
811fc44827709de00ac203e3a5438a443f6347cc75b4b9eac2b4b669ba81f141,1,3.33,12,12
811fc44827709de00ac203e3a5438a443f6347cc75b4b9eac2b4b669ba81f141,2,3.33,12,24
