EncryptedID,Semester,GPA,TC qua,Acc
10bbae804403621c089eb74d52b99dea3e05eedda1c11a237213bb6602a6d824,9,3.38,20,143
10bbae804403621c089eb74d52b99dea3e05eedda1c11a237213bb6602a6d824,10,3.88,17,155
10e28951bdd0dfacba977a83f001cee3a28115e0221e22450e0f76d2553c3294,1,0.83,4,4
10e28951bdd0dfacba977a83f001cee3a28115e0221e22450e0f76d2553c3294,2,1.92,9,13
10e28951bdd0dfacba977a83f001cee3a28115e0221e22450e0f76d2553c3294,3,0.0,0,17
10e28951bdd0dfacba977a83f001cee3a28115e0221e22450e0f76d2553c3294,4,2.0,2,19
10e28951bdd0dfacba977a83f001cee3a28115e0221e22450e0f76d2553c3294,5,0.0,0,19
10e28951bdd0dfacba977a83f001cee3a28115e0221e22450e0f76d2553c3294,6,0.67,2,21
10e28951bdd0dfacba977a83f001cee3a28115e0221e22450e0f76d2553c3294,7,0.31,2,23
113e1032969c23ba93d49980e22785c7ea9fc223b6f92132c4962a53c280ee3e,1,1.58,12,12
113e1032969c23ba93d49980e22785c7ea9fc223b6f92132c4962a53c280ee3e,2,1.79,11,23
113e1032969c23ba93d49980e22785c7ea9fc223b6f92132c4962a53c280ee3e,3,1.85,14,37
113e1032969c23ba93d49980e22785c7ea9fc223b6f92132c4962a53c280ee3e,4,2.69,21,58
113e1032969c23ba93d49980e22785c7ea9fc223b6f92132c4962a53c280ee3e,5,2.61,20,81
113e1032969c23ba93d49980e22785c7ea9fc223b6f92132c4962a53c280ee3e,6,3.1,20,101
113e1032969c23ba93d49980e22785c7ea9fc223b6f92132c4962a53c280ee3e,7,2.78,16,117
113e1032969c23ba93d49980e22785c7ea9fc223b6f92132c4962a53c280ee3e,8,2.71,17,134
113e1032969c23ba93d49980e22785c7ea9fc223b6f92132c4962a53c280ee3e,9,4.0,9,143
113e1032969c23ba93d49980e22785c7ea9fc223b6f92132c4962a53c280ee3e,10,3.38,12,155
116beee562d756c376c73f1228020013c0ef907e066ef574b657596786afc83b,1,1.57,10,10
116beee562d756c376c73f1228020013c0ef907e066ef574b657596786afc83b,2,0.82,6,16
116beee562d756c376c73f1228020013c0ef907e066ef574b657596786afc83b,3,2.57,21,40
116beee562d756c376c73f1228020013c0ef907e066ef574b657596786afc83b,4,2.12,17,57
116beee562d756c376c73f1228020013c0ef907e066ef574b657596786afc83b,5,2.34,14,78
116beee562d756c376c73f1228020013c0ef907e066ef574b657596786afc83b,6,2.98,20,98
116beee562d756c376c73f1228020013c0ef907e066ef574b657596786afc83b,7,3.63,15,113
116beee562d756c376c73f1228020013c0ef907e066ef574b657596786afc83b,8,3.73,24,137
116beee562d756c376c73f1228020013c0ef907e066ef574b657596786afc83b,9,3.42,13,147
116beee562d756c376c73f1228020013c0ef907e066ef574b657596786afc83b,10,4.0,9,156
117b2703c1e3ba2a12e09e4bba91b6ad8699894921974dec7b6a70c25d12619c,1,1.83,12,12
117b2703c1e3ba2a12e09e4bba91b6ad8699894921974dec7b6a70c25d12619c,2,2.38,12,24
117b2703c1e3ba2a12e09e4bba91b6ad8699894921974dec7b6a70c25d12619c,3,2.56,16,40
117b2703c1e3ba2a12e09e4bba91b6ad8699894921974dec7b6a70c25d12619c,4,3.08,20,60
117b2703c1e3ba2a12e09e4bba91b6ad8699894921974dec7b6a70c25d12619c,5,3.16,19,81
117b2703c1e3ba2a12e09e4bba91b6ad8699894921974dec7b6a70c25d12619c,6,3.24,17,98
117b2703c1e3ba2a12e09e4bba91b6ad8699894921974dec7b6a70c25d12619c,7,2.39,14,112
117b2703c1e3ba2a12e09e4bba91b6ad8699894921974dec7b6a70c25d12619c,8,3.54,14,126
117b2703c1e3ba2a12e09e4bba91b6ad8699894921974dec7b6a70c25d12619c,9,3.29,14,142
117b2703c1e3ba2a12e09e4bba91b6ad8699894921974dec7b6a70c25d12619c,10,3.9,15,157
11b3f15e14dfc41cc60f7191c1cd0a047971a5c26c31ef8f1b45a7738e714e05,1,2.92,12,12
11b3f15e14dfc41cc60f7191c1cd0a047971a5c26c31ef8f1b45a7738e714e05,2,3.29,12,24
11b3f15e14dfc41cc60f7191c1cd0a047971a5c26c31ef8f1b45a7738e714e05,3,3.14,14,40
11b3f15e14dfc41cc60f7191c1cd0a047971a5c26c31ef8f1b45a7738e714e05,4,3.29,19,59
11b3f15e14dfc41cc60f7191c1cd0a047971a5c26c31ef8f1b45a7738e714e05,5,3.26,21,80
11b3f15e14dfc41cc60f7191c1cd0a047971a5c26c31ef8f1b45a7738e714e05,6,3.02,19,99
11b3f15e14dfc41cc60f7191c1cd0a047971a5c26c31ef8f1b45a7738e714e05,7,3.13,19,118
11b3f15e14dfc41cc60f7191c1cd0a047971a5c26c31ef8f1b45a7738e714e05,8,3.39,18,136
11b3f15e14dfc41cc60f7191c1cd0a047971a5c26c31ef8f1b45a7738e714e05,9,3.44,8,144
11b3f15e14dfc41cc60f7191c1cd0a047971a5c26c31ef8f1b45a7738e714e05,10,4.0,12,156
1201949b1617176e498348aa48b70301cd07fb59fd0713b93a81764e62510168,1,1.79,12,12
1201949b1617176e498348aa48b70301cd07fb59fd0713b93a81764e62510168,2,0.91,8,20
1201949b1617176e498348aa48b70301cd07fb59fd0713b93a81764e62510168,3,1.95,17,37
1201949b1617176e498348aa48b70301cd07fb59fd0713b93a81764e62510168,4,1.25,18,55
1201949b1617176e498348aa48b70301cd07fb59fd0713b93a81764e62510168,5,2.39,18,76
1201949b1617176e498348aa48b70301cd07fb59fd0713b93a81764e62510168,6,3.29,19,95
1201949b1617176e498348aa48b70301cd07fb59fd0713b93a81764e62510168,7,1.83,11,108
1201949b1617176e498348aa48b70301cd07fb59fd0713b93a81764e62510168,8,3.5,5,117
1201949b1617176e498348aa48b70301cd07fb59fd0713b93a81764e62510168,9,4.0,8,127
123081d8709131ce0033791a2934f59c392359d7ff74b0432dbe79c03254f207,1,1.5,8,8
123081d8709131ce0033791a2934f59c392359d7ff74b0432dbe79c03254f207,2,2.0,9,17
123081d8709131ce0033791a2934f59c392359d7ff74b0432dbe79c03254f207,3,1.56,11,35
123081d8709131ce0033791a2934f59c392359d7ff74b0432dbe79c03254f207,4,2.5,19,54
123081d8709131ce0033791a2934f59c392359d7ff74b0432dbe79c03254f207,5,1.9,19,79
123081d8709131ce0033791a2934f59c392359d7ff74b0432dbe79c03254f207,6,1.5,20,99
123081d8709131ce0033791a2934f59c392359d7ff74b0432dbe79c03254f207,7,2.03,15,114
123081d8709131ce0033791a2934f59c392359d7ff74b0432dbe79c03254f207,8,1.92,16,130
123081d8709131ce0033791a2934f59c392359d7ff74b0432dbe79c03254f207,9,2.29,14,144
123081d8709131ce0033791a2934f59c392359d7ff74b0432dbe79c03254f207,10,2.5,6,150
123081d8709131ce0033791a2934f59c392359d7ff74b0432dbe79c03254f207,11,4.0,9,159
124d69c6fe943f985926971b3055c8c435aa528ba2a8df20b564a8977ac7ee06,1,1.29,10,10
124d69c6fe943f985926971b3055c8c435aa528ba2a8df20b564a8977ac7ee06,2,0.95,9,19
124d69c6fe943f985926971b3055c8c435aa528ba2a8df20b564a8977ac7ee06,3,1.29,12,31
124d69c6fe943f985926971b3055c8c435aa528ba2a8df20b564a8977ac7ee06,4,1.42,18,49
124d69c6fe943f985926971b3055c8c435aa528ba2a8df20b564a8977ac7ee06,5,0.94,8,59
124d69c6fe943f985926971b3055c8c435aa528ba2a8df20b564a8977ac7ee06,6,1.26,12,71
124d69c6fe943f985926971b3055c8c435aa528ba2a8df20b564a8977ac7ee06,7,1.79,9,84
124d69c6fe943f985926971b3055c8c435aa528ba2a8df20b564a8977ac7ee06,8,2.0,18,102
124d69c6fe943f985926971b3055c8c435aa528ba2a8df20b564a8977ac7ee06,9,3.58,18,127
124d69c6fe943f985926971b3055c8c435aa528ba2a8df20b564a8977ac7ee06,10,2.88,11,138
124d69c6fe943f985926971b3055c8c435aa528ba2a8df20b564a8977ac7ee06,11,2.4,9,150
124d69c6fe943f985926971b3055c8c435aa528ba2a8df20b564a8977ac7ee06,12,0.0,0,150
124d69c6fe943f985926971b3055c8c435aa528ba2a8df20b564a8977ac7ee06,13,0.0,0,150
12aa9b48dfac06ba9d50c63065ed664bab2ef58f69d2cbb236392c473465ba3e,1,1.79,12,12
12aa9b48dfac06ba9d50c63065ed664bab2ef58f69d2cbb236392c473465ba3e,2,1.59,11,23
12aa9b48dfac06ba9d50c63065ed664bab2ef58f69d2cbb236392c473465ba3e,3,1.83,16,39
12aa9b48dfac06ba9d50c63065ed664bab2ef58f69d2cbb236392c473465ba3e,4,0.67,6,45
12aa9b48dfac06ba9d50c63065ed664bab2ef58f69d2cbb236392c473465ba3e,5,2.03,13,58
12aa9b48dfac06ba9d50c63065ed664bab2ef58f69d2cbb236392c473465ba3e,6,1.3,7,65
12aa9b48dfac06ba9d50c63065ed664bab2ef58f69d2cbb236392c473465ba3e,7,1.72,12,77
12aa9b48dfac06ba9d50c63065ed664bab2ef58f69d2cbb236392c473465ba3e,8,1.29,4,81
12aa9b48dfac06ba9d50c63065ed664bab2ef58f69d2cbb236392c473465ba3e,9,0.0,0,81
12af5832558a2c01e34aa376cd0e0bfb9a875fd05e327f2ae254e04e592fe27f,1,1.43,11,11
12af5832558a2c01e34aa376cd0e0bfb9a875fd05e327f2ae254e04e592fe27f,2,2.36,11,22
12af5832558a2c01e34aa376cd0e0bfb9a875fd05e327f2ae254e04e592fe27f,3,2.81,18,44
12af5832558a2c01e34aa376cd0e0bfb9a875fd05e327f2ae254e04e592fe27f,4,3.03,18,62
12af5832558a2c01e34aa376cd0e0bfb9a875fd05e327f2ae254e04e592fe27f,5,2.76,19,81
12af5832558a2c01e34aa376cd0e0bfb9a875fd05e327f2ae254e04e592fe27f,6,2.98,20,101
12af5832558a2c01e34aa376cd0e0bfb9a875fd05e327f2ae254e04e592fe27f,7,1.71,14,115
12af5832558a2c01e34aa376cd0e0bfb9a875fd05e327f2ae254e04e592fe27f,8,3.59,11,126
130bcc04d285dd2f54be5731e5d176024cc0645348a8bb9a657f13e553c3f04c,1,2.0,10,10
130bcc04d285dd2f54be5731e5d176024cc0645348a8bb9a657f13e553c3f04c,2,0.57,4,14
130bcc04d285dd2f54be5731e5d176024cc0645348a8bb9a657f13e553c3f04c,3,0.88,5,19
130bcc04d285dd2f54be5731e5d176024cc0645348a8bb9a657f13e553c3f04c,4,1.0,2,21
130bcc04d285dd2f54be5731e5d176024cc0645348a8bb9a657f13e553c3f04c,5,1.0,6,27
130bcc04d285dd2f54be5731e5d176024cc0645348a8bb9a657f13e553c3f04c,6,0.0,0,27
133bbc10b476d13897572859a92f0761cc495ebbbfbea41fc6bc33634c6374c9,1,1.07,14,14
133bbc10b476d13897572859a92f0761cc495ebbbfbea41fc6bc33634c6374c9,2,1.77,11,25
133bbc10b476d13897572859a92f0761cc495ebbbfbea41fc6bc33634c6374c9,3,2.4,19,44
133bbc10b476d13897572859a92f0761cc495ebbbfbea41fc6bc33634c6374c9,4,1.08,12,56
133bbc10b476d13897572859a92f0761cc495ebbbfbea41fc6bc33634c6374c9,5,2.38,19,75
133bbc10b476d13897572859a92f0761cc495ebbbfbea41fc6bc33634c6374c9,6,2.79,21,96
133bbc10b476d13897572859a92f0761cc495ebbbfbea41fc6bc33634c6374c9,7,3.26,21,117
133bbc10b476d13897572859a92f0761cc495ebbbfbea41fc6bc33634c6374c9,8,3.32,14,131
133bbc10b476d13897572859a92f0761cc495ebbbfbea41fc6bc33634c6374c9,9,3.06,16,144
133bbc10b476d13897572859a92f0761cc495ebbbfbea41fc6bc33634c6374c9,10,4.0,12,156
133ffdefc5792c6abe67b3d46e29c9109a35e4736c7e534b93af729d11b3dc11,1,2.79,14,14
133ffdefc5792c6abe67b3d46e29c9109a35e4736c7e534b93af729d11b3dc11,2,3.05,11,25
133ffdefc5792c6abe67b3d46e29c9109a35e4736c7e534b93af729d11b3dc11,3,3.24,21,46
133ffdefc5792c6abe67b3d46e29c9109a35e4736c7e534b93af729d11b3dc11,4,2.8,15,61
133ffdefc5792c6abe67b3d46e29c9109a35e4736c7e534b93af729d11b3dc11,5,3.59,16,80
133ffdefc5792c6abe67b3d46e29c9109a35e4736c7e534b93af729d11b3dc11,6,3.42,18,98
133ffdefc5792c6abe67b3d46e29c9109a35e4736c7e534b93af729d11b3dc11,7,3.79,21,119
133ffdefc5792c6abe67b3d46e29c9109a35e4736c7e534b93af729d11b3dc11,8,3.65,17,136
133ffdefc5792c6abe67b3d46e29c9109a35e4736c7e534b93af729d11b3dc11,9,4.0,10,143
133ffdefc5792c6abe67b3d46e29c9109a35e4736c7e534b93af729d11b3dc11,10,4.0,12,155
134c3a50ad9748513d747321e69dc85e5e8a131ae5430f20246c48aa9b0fc92a,1,1.42,8,8
134c3a50ad9748513d747321e69dc85e5e8a131ae5430f20246c48aa9b0fc92a,2,2.36,14,22
134c3a50ad9748513d747321e69dc85e5e8a131ae5430f20246c48aa9b0fc92a,3,2.55,20,42
134c3a50ad9748513d747321e69dc85e5e8a131ae5430f20246c48aa9b0fc92a,4,2.73,22,64
134c3a50ad9748513d747321e69dc85e5e8a131ae5430f20246c48aa9b0fc92a,5,2.95,20,84
134c3a50ad9748513d747321e69dc85e5e8a131ae5430f20246c48aa9b0fc92a,6,3.87,19,103
134c3a50ad9748513d747321e69dc85e5e8a131ae5430f20246c48aa9b0fc92a,7,3.79,21,124
134c3a50ad9748513d747321e69dc85e5e8a131ae5430f20246c48aa9b0fc92a,8,3.45,19,143
134c3a50ad9748513d747321e69dc85e5e8a131ae5430f20246c48aa9b0fc92a,9,3.62,12,155
134ebb6e0381f706421336c90062249e5e93dbe8dcb5d87bf9782358a3221b4c,1,2.71,14,14
134ebb6e0381f706421336c90062249e5e93dbe8dcb5d87bf9782358a3221b4c,2,1.27,11,25
134ebb6e0381f706421336c90062249e5e93dbe8dcb5d87bf9782358a3221b4c,3,2.21,18,43
134ebb6e0381f706421336c90062249e5e93dbe8dcb5d87bf9782358a3221b4c,4,1.8,9,52
134ebb6e0381f706421336c90062249e5e93dbe8dcb5d87bf9782358a3221b4c,5,2.91,16,74
134ebb6e0381f706421336c90062249e5e93dbe8dcb5d87bf9782358a3221b4c,6,3.26,19,93
134ebb6e0381f706421336c90062249e5e93dbe8dcb5d87bf9782358a3221b4c,7,3.34,22,115
134ebb6e0381f706421336c90062249e5e93dbe8dcb5d87bf9782358a3221b4c,8,3.0,15,130
134ebb6e0381f706421336c90062249e5e93dbe8dcb5d87bf9782358a3221b4c,9,3.45,11,143
134ebb6e0381f706421336c90062249e5e93dbe8dcb5d87bf9782358a3221b4c,10,2.0,12,155
13575989a80ae36672af31329d45e1eeed66aed981bfaba38e6986cc64a67154,1,0.0,0,0
13575989a80ae36672af31329d45e1eeed66aed981bfaba38e6986cc64a67154,2,0.0,0,0
1387420bb8c8de462c509f203b14fd267a14f8ac6c8efbfd51fa44a378f920c0,1,1.71,10,10
1387420bb8c8de462c509f203b14fd267a14f8ac6c8efbfd51fa44a378f920c0,2,1.0,8,18
1387420bb8c8de462c509f203b14fd267a14f8ac6c8efbfd51fa44a378f920c0,3,1.55,15,37
1387420bb8c8de462c509f203b14fd267a14f8ac6c8efbfd51fa44a378f920c0,4,1.33,15,52
1387420bb8c8de462c509f203b14fd267a14f8ac6c8efbfd51fa44a378f920c0,5,1.25,9,61
1387420bb8c8de462c509f203b14fd267a14f8ac6c8efbfd51fa44a378f920c0,6,1.71,14,75
1387420bb8c8de462c509f203b14fd267a14f8ac6c8efbfd51fa44a378f920c0,7,2.38,21,104
1387420bb8c8de462c509f203b14fd267a14f8ac6c8efbfd51fa44a378f920c0,8,2.74,19,123
1387420bb8c8de462c509f203b14fd267a14f8ac6c8efbfd51fa44a378f920c0,9,1.83,13,138
1387420bb8c8de462c509f203b14fd267a14f8ac6c8efbfd51fa44a378f920c0,10,4.0,12,150
1387420bb8c8de462c509f203b14fd267a14f8ac6c8efbfd51fa44a378f920c0,11,4.0,5,155
13ac482ece384dd3628b26c5baea6af1c8a9d3091b6fbed175409e4aeb97a894,1,1.71,14,14
13ac482ece384dd3628b26c5baea6af1c8a9d3091b6fbed175409e4aeb97a894,2,2.18,8,22
13ac482ece384dd3628b26c5baea6af1c8a9d3091b6fbed175409e4aeb97a894,3,2.69,19,41
13ac482ece384dd3628b26c5baea6af1c8a9d3091b6fbed175409e4aeb97a894,4,1.6,12,53
13ac482ece384dd3628b26c5baea6af1c8a9d3091b6fbed175409e4aeb97a894,5,1.79,19,77
13ac482ece384dd3628b26c5baea6af1c8a9d3091b6fbed175409e4aeb97a894,6,2.66,19,96
13ac482ece384dd3628b26c5baea6af1c8a9d3091b6fbed175409e4aeb97a894,7,3.14,14,110
13ac482ece384dd3628b26c5baea6af1c8a9d3091b6fbed175409e4aeb97a894,8,3.13,19,129
13ac482ece384dd3628b26c5baea6af1c8a9d3091b6fbed175409e4aeb97a894,9,3.54,12,143
13ac482ece384dd3628b26c5baea6af1c8a9d3091b6fbed175409e4aeb97a894,10,4.0,12,155
13d4a70901a57fdd02824deab84552288b7573fafc58eb5257cd2877cb6006a4,1,3.14,14,14
13d4a70901a57fdd02824deab84552288b7573fafc58eb5257cd2877cb6006a4,2,3.14,11,25
13d4a70901a57fdd02824deab84552288b7573fafc58eb5257cd2877cb6006a4,3,3.12,21,46
13d4a70901a57fdd02824deab84552288b7573fafc58eb5257cd2877cb6006a4,4,2.5,15,61
13d4a70901a57fdd02824deab84552288b7573fafc58eb5257cd2877cb6006a4,5,3.11,14,77
13d4a70901a57fdd02824deab84552288b7573fafc58eb5257cd2877cb6006a4,6,3.5,18,95
13d4a70901a57fdd02824deab84552288b7573fafc58eb5257cd2877cb6006a4,7,3.68,19,114
13d4a70901a57fdd02824deab84552288b7573fafc58eb5257cd2877cb6006a4,8,3.56,17,131
13d4a70901a57fdd02824deab84552288b7573fafc58eb5257cd2877cb6006a4,9,3.87,15,146
13d4a70901a57fdd02824deab84552288b7573fafc58eb5257cd2877cb6006a4,10,4.0,9,155
13e9557f8e3e62e1ab3b3ede4200dc4a9426882a4b144ddff8a7204321be2003,1,1.5,8,8
13e9557f8e3e62e1ab3b3ede4200dc4a9426882a4b144ddff8a7204321be2003,2,1.46,11,19
13e9557f8e3e62e1ab3b3ede4200dc4a9426882a4b144ddff8a7204321be2003,3,2.0,13,35
13e9557f8e3e62e1ab3b3ede4200dc4a9426882a4b144ddff8a7204321be2003,4,1.56,11,46
13e9557f8e3e62e1ab3b3ede4200dc4a9426882a4b144ddff8a7204321be2003,5,1.26,12,58
13e9557f8e3e62e1ab3b3ede4200dc4a9426882a4b144ddff8a7204321be2003,6,2.11,14,72
13e9557f8e3e62e1ab3b3ede4200dc4a9426882a4b144ddff8a7204321be2003,7,1.92,13,85
13e9557f8e3e62e1ab3b3ede4200dc4a9426882a4b144ddff8a7204321be2003,8,2.14,15,100
13e9557f8e3e62e1ab3b3ede4200dc4a9426882a4b144ddff8a7204321be2003,9,1.82,14,116
13e9557f8e3e62e1ab3b3ede4200dc4a9426882a4b144ddff8a7204321be2003,10,2.17,9,125
14551cd1eb6d3a18eab112f42043e299ccb3be934866eb0ca962a71d0155e391,1,1.57,8,8
14551cd1eb6d3a18eab112f42043e299ccb3be934866eb0ca962a71d0155e391,2,0.64,5,13
14551cd1eb6d3a18eab112f42043e299ccb3be934866eb0ca962a71d0155e391,3,1.57,16,35
14551cd1eb6d3a18eab112f42043e299ccb3be934866eb0ca962a71d0155e391,4,1.17,12,47
14551cd1eb6d3a18eab112f42043e299ccb3be934866eb0ca962a71d0155e391,5,1.14,8,57
14551cd1eb6d3a18eab112f42043e299ccb3be934866eb0ca962a71d0155e391,6,1.75,14,71
14551cd1eb6d3a18eab112f42043e299ccb3be934866eb0ca962a71d0155e391,7,2.67,21,92
14551cd1eb6d3a18eab112f42043e299ccb3be934866eb0ca962a71d0155e391,8,2.91,22,114
14551cd1eb6d3a18eab112f42043e299ccb3be934866eb0ca962a71d0155e391,9,3.0,21,140
14551cd1eb6d3a18eab112f42043e299ccb3be934866eb0ca962a71d0155e391,10,3.7,15,155
14649841826896dfe2d3a025496f976e2d40c67b60645d0bcc9208874058fcac,1,1.83,12,12
14649841826896dfe2d3a025496f976e2d40c67b60645d0bcc9208874058fcac,2,2.64,14,26
14649841826896dfe2d3a025496f976e2d40c67b60645d0bcc9208874058fcac,3,3.28,16,42
14649841826896dfe2d3a025496f976e2d40c67b60645d0bcc9208874058fcac,4,2.65,20,62
14649841826896dfe2d3a025496f976e2d40c67b60645d0bcc9208874058fcac,5,3.16,19,81
14649841826896dfe2d3a025496f976e2d40c67b60645d0bcc9208874058fcac,6,3.78,20,101
14649841826896dfe2d3a025496f976e2d40c67b60645d0bcc9208874058fcac,7,3.83,18,119
14649841826896dfe2d3a025496f976e2d40c67b60645d0bcc9208874058fcac,8,3.82,22,141
14649841826896dfe2d3a025496f976e2d40c67b60645d0bcc9208874058fcac,9,4.0,14,155
14c8cda47af72fb336a218f6b1b2747143f02d6f61c60d5dd3b221072f8983f5,1,2.83,12,12
14c8cda47af72fb336a218f6b1b2747143f02d6f61c60d5dd3b221072f8983f5,2,2.0,11,23
14c8cda47af72fb336a218f6b1b2747143f02d6f61c60d5dd3b221072f8983f5,3,3.29,14,37
14c8cda47af72fb336a218f6b1b2747143f02d6f61c60d5dd3b221072f8983f5,4,2.42,17,54
14c8cda47af72fb336a218f6b1b2747143f02d6f61c60d5dd3b221072f8983f5,5,1.92,17,74
14c8cda47af72fb336a218f6b1b2747143f02d6f61c60d5dd3b221072f8983f5,6,2.97,18,92
14c8cda47af72fb336a218f6b1b2747143f02d6f61c60d5dd3b221072f8983f5,7,2.44,15,112
14c8cda47af72fb336a218f6b1b2747143f02d6f61c60d5dd3b221072f8983f5,8,2.77,22,134
14c8cda47af72fb336a218f6b1b2747143f02d6f61c60d5dd3b221072f8983f5,9,3.5,12,146
14c8cda47af72fb336a218f6b1b2747143f02d6f61c60d5dd3b221072f8983f5,10,3.0,9,155
14e27333adc661e1403146fa8e486dfd84391efe3cb30435ce3f4fb41e99d754,1,1.08,8,8
14e27333adc661e1403146fa8e486dfd84391efe3cb30435ce3f4fb41e99d754,2,2.62,12,20
14e27333adc661e1403146fa8e486dfd84391efe3cb30435ce3f4fb41e99d754,3,1.81,13,37
14e27333adc661e1403146fa8e486dfd84391efe3cb30435ce3f4fb41e99d754,4,2.56,18,55
14e27333adc661e1403146fa8e486dfd84391efe3cb30435ce3f4fb41e99d754,5,2.8,20,80
14e27333adc661e1403146fa8e486dfd84391efe3cb30435ce3f4fb41e99d754,6,2.53,16,96
14e27333adc661e1403146fa8e486dfd84391efe3cb30435ce3f4fb41e99d754,7,2.48,22,118
14e27333adc661e1403146fa8e486dfd84391efe3cb30435ce3f4fb41e99d754,8,2.85,13,131
14e27333adc661e1403146fa8e486dfd84391efe3cb30435ce3f4fb41e99d754,9,1.82,8,141
14e27333adc661e1403146fa8e486dfd84391efe3cb30435ce3f4fb41e99d754,10,4.0,15,156
14ed682a4565da2eb3788db8515cb9f19894274d67718a7696c1c4304f1a0070,1,2.5,14,14
14ed682a4565da2eb3788db8515cb9f19894274d67718a7696c1c4304f1a0070,2,0.91,5,19
14ed682a4565da2eb3788db8515cb9f19894274d67718a7696c1c4304f1a0070,3,1.38,15,34
14ed682a4565da2eb3788db8515cb9f19894274d67718a7696c1c4304f1a0070,4,0.17,3,37
14ed682a4565da2eb3788db8515cb9f19894274d67718a7696c1c4304f1a0070,5,1.69,15,57
14ed682a4565da2eb3788db8515cb9f19894274d67718a7696c1c4304f1a0070,6,2.59,17,74
14ed682a4565da2eb3788db8515cb9f19894274d67718a7696c1c4304f1a0070,7,2.68,22,101
14ed682a4565da2eb3788db8515cb9f19894274d67718a7696c1c4304f1a0070,8,2.89,17,118
14ed682a4565da2eb3788db8515cb9f19894274d67718a7696c1c4304f1a0070,9,3.02,22,142
14ed682a4565da2eb3788db8515cb9f19894274d67718a7696c1c4304f1a0070,10,3.07,14,156
1504fb3c42b2659f1e1aa2f28783e217869fcb1f14908bee3902b078bb193042,1,2.17,12,12
1504fb3c42b2659f1e1aa2f28783e217869fcb1f14908bee3902b078bb193042,2,2.33,12,24
1504fb3c42b2659f1e1aa2f28783e217869fcb1f14908bee3902b078bb193042,3,2.06,14,38
1504fb3c42b2659f1e1aa2f28783e217869fcb1f14908bee3902b078bb193042,4,2.27,15,53
1504fb3c42b2659f1e1aa2f28783e217869fcb1f14908bee3902b078bb193042,5,2.24,17,72
1504fb3c42b2659f1e1aa2f28783e217869fcb1f14908bee3902b078bb193042,6,2.79,21,93
1504fb3c42b2659f1e1aa2f28783e217869fcb1f14908bee3902b078bb193042,7,3.19,24,117
1504fb3c42b2659f1e1aa2f28783e217869fcb1f14908bee3902b078bb193042,8,3.07,22,139
1504fb3c42b2659f1e1aa2f28783e217869fcb1f14908bee3902b078bb193042,9,3.38,8,147
1504fb3c42b2659f1e1aa2f28783e217869fcb1f14908bee3902b078bb193042,10,3.85,13,160
1507551ad07113a0ddc28e1362352292344025d02f042b3f8bfa6362bcc6dda2,1,1.07,8,8
1507551ad07113a0ddc28e1362352292344025d02f042b3f8bfa6362bcc6dda2,2,1.55,11,19
1507551ad07113a0ddc28e1362352292344025d02f042b3f8bfa6362bcc6dda2,3,1.21,8,27
1507551ad07113a0ddc28e1362352292344025d02f042b3f8bfa6362bcc6dda2,4,1.5,13,40
1507551ad07113a0ddc28e1362352292344025d02f042b3f8bfa6362bcc6dda2,5,1.65,20,66
1507551ad07113a0ddc28e1362352292344025d02f042b3f8bfa6362bcc6dda2,6,2.55,17,85
1507551ad07113a0ddc28e1362352292344025d02f042b3f8bfa6362bcc6dda2,7,1.57,19,104
1507551ad07113a0ddc28e1362352292344025d02f042b3f8bfa6362bcc6dda2,8,1.68,12,116
1507551ad07113a0ddc28e1362352292344025d02f042b3f8bfa6362bcc6dda2,9,2.09,17,135
1507551ad07113a0ddc28e1362352292344025d02f042b3f8bfa6362bcc6dda2,10,0.0,0,135
1507551ad07113a0ddc28e1362352292344025d02f042b3f8bfa6362bcc6dda2,11,0.54,3,141
150f86fccfeb8025891fac4a615eefaa108d3f084b60a82e0fcffcd58c78eaf9,1,3.67,12,12
150f86fccfeb8025891fac4a615eefaa108d3f084b60a82e0fcffcd58c78eaf9,2,2.93,14,26
150f86fccfeb8025891fac4a615eefaa108d3f084b60a82e0fcffcd58c78eaf9,3,3.82,17,43
150f86fccfeb8025891fac4a615eefaa108d3f084b60a82e0fcffcd58c78eaf9,4,3.26,17,60
150f86fccfeb8025891fac4a615eefaa108d3f084b60a82e0fcffcd58c78eaf9,5,3.68,17,81
150f86fccfeb8025891fac4a615eefaa108d3f084b60a82e0fcffcd58c78eaf9,6,3.91,16,97
150f86fccfeb8025891fac4a615eefaa108d3f084b60a82e0fcffcd58c78eaf9,7,3.87,23,120
150f86fccfeb8025891fac4a615eefaa108d3f084b60a82e0fcffcd58c78eaf9,8,3.64,21,141
150f86fccfeb8025891fac4a615eefaa108d3f084b60a82e0fcffcd58c78eaf9,9,3.0,6,147
150f86fccfeb8025891fac4a615eefaa108d3f084b60a82e0fcffcd58c78eaf9,10,4.0,9,156
15327c072c51a9bd85e22b905f2d21f9fe3796866356091c9ca321a928cc1828,1,1.33,8,8
15327c072c51a9bd85e22b905f2d21f9fe3796866356091c9ca321a928cc1828,2,2.07,11,19
15327c072c51a9bd85e22b905f2d21f9fe3796866356091c9ca321a928cc1828,3,2.78,16,42
15327c072c51a9bd85e22b905f2d21f9fe3796866356091c9ca321a928cc1828,4,3.02,20,62
15327c072c51a9bd85e22b905f2d21f9fe3796866356091c9ca321a928cc1828,5,2.57,21,83
