EncryptedID,GPA_1,GPA_2,GPA_3,GPA_4,GPA_5,GPA_6,GPA_7,GPA_8,GPA_9,GPA_10,TC_1,TC_2,TC_3,TC_4,TC_5,TC_6,TC_7,TC_8,TC_9,TC_10,Final CPA
3475ba32f7baf98a3587712e391f57a89fd60df0d62c18cd8ac4f664126f0460,1.5,1.0,2.33,2.68,3.0,3.08,3.05,3.67,4.0,3.5,8.0,8.0,15.0,16.0,19.0,19.0,20.0,21.0,3.0,9.0,2.86
3644f25b9a016beaff856d2fe0f162778f64873a4a36c4c2e1f94c513c4e9657,3.5,2.04,3.67,3.86,3.7,3.92,3.74,3.84,4.0,4.0,12.0,8.0,18.0,21.0,20.0,20.0,17.0,19.0,3.0,11.0,3.69
36a0206391ede74248cb20bac254081d35b58afdc2b9d0ec4c5a5cd03303faf5,2.0,2.36,2.57,1.81,2.12,2.67,1.98,3.4,3.14,3.62,8.0,11.0,22.0,11.0,20.0,18.0,18.0,20.0,7.0,12.0,2.57
37b84148d0ad6b3f893916f562d4440f1ef60122bcae04290dd95b07927f292a,2.5,2.68,3.25,2.71,2.62,2.79,3.48,3.74,3.83,4.0,12.0,11.0,22.0,14.0,20.0,17.0,21.0,19.0,6.0,9.0,3.12
3837d15e0adad5a67ccf5c4bd7ef5ddb7a49cbfa08c929ddb88fb72106ee314b,2.75,2.77,3.32,2.78,3.02,3.22,2.92,3.56,3.65,4.0,12.0,11.0,19.0,16.0,20.0,18.0,18.0,18.0,13.0,9.0,3.18
38fc516abd7adce337e7939d71df9be35bac6bebc990bfed1714e66b85597b3f,2.25,1.95,2.25,1.72,2.75,3.11,2.53,3.25,3.44,4.0,12.0,11.0,22.0,16.0,18.0,20.0,14.0,14.0,16.0,9.0,2.69
3937a521f80b0161cf3d5f891c879601d3b45f774d2c1966147153c9ff3df8f9,2.83,1.38,2.83,3.18,2.92,3.62,3.45,3.36,3.9,4.0,12.0,8.0,18.0,17.0,18.0,20.0,20.0,11.0,10.0,12.0,3.2
3992792b4a8365953c5dd32122599864e5eaa858f1d631f04e6d51ee86c48031,2.58,1.73,1.7,1.72,2.0,2.57,3.65,3.41,3.17,4.0,12.0,11.0,19.0,13.0,20.0,22.0,20.0,16.0,12.0,9.0,2.62
39e4a151d8f1f78fd9b6b0e2a15cb35d36958f97d320ae9e209136568cc40a79,3.33,1.92,2.4,2.03,2.36,2.86,3.45,3.2,3.89,4.0,12.0,12.0,12.0,14.0,18.0,21.0,22.0,17.0,14.0,9.0,2.94
3a4b187f8840d92fbdd527b2c565149bdcabed16213a06c8a6a5da0faf23a4a1,3.0,3.12,3.12,3.34,3.55,3.45,3.41,3.53,2.89,4.0,12.0,13.0,17.0,16.0,20.0,20.0,23.0,15.0,9.0,9.0,3.35
3a60b973ff5750dde53e58bddd9ecb87fe38c14d75036d23c5c0f861bdf14635,2.17,2.82,2.92,2.47,2.42,2.71,2.28,2.62,3.7,3.0,12.0,11.0,19.0,17.0,17.0,18.0,15.0,19.0,10.0,11.0,2.67
3ac6e6c753cc1f01cc74c5d7f085470412dc1e92f29db7940a64f71ae2e09c5a,2.67,2.55,2.39,2.32,1.8,3.02,2.25,3.08,3.75,4.0,12.0,11.0,19.0,14.0,17.0,23.0,16.0,18.0,8.0,9.0,2.69
3ae0ed26d14b7ebdc8bf70e3a512f64b477e1b12a15df1e20eadb8e95aa4b219,2.25,1.23,2.61,1.5,1.0,2.62,2.13,3.33,3.33,3.5,12.0,11.0,19.0,11.0,9.0,18.0,20.0,18.0,12.0,12.0,2.45
3b03cae7923eb55d9cbd490d4daf9643c0dcae5646303f3f5bc07ba2d282d967,3.17,2.54,2.88,2.86,3.32,3.43,3.68,3.35,3.0,4.0,12.0,13.0,17.0,15.0,20.0,21.0,20.0,17.0,2.0,9.0,3.25
3ca74b1e5153c0d50fb54f777435786073a8b962da8d4df39670ba6b7c0a3f96,2.33,1.33,2.83,1.37,2.06,1.98,2.98,2.79,3.5,4.0,12.0,9.0,18.0,13.0,15.0,17.0,21.0,24.0,14.0,11.0,2.57
3dac565f5bee3a43cdd3b516ea63acfb5ad75b7e3178439869882b56e4ba9165,2.92,2.5,3.16,2.97,2.5,3.25,3.47,4.0,3.9,4.0,12.0,11.0,19.0,16.0,18.0,17.0,19.0,16.0,10.0,9.0,3.23
3ddd14c963669561d416cf73f1aa11bff2d555f356b02bd4c3796e8b9f3eb8fa,2.67,2.12,2.7,2.15,2.64,3.4,3.62,3.25,2.0,4.0,12.0,12.0,15.0,17.0,21.0,21.0,24.0,12.0,3.0,9.0,2.94
3decdda13d62c1d267b7d1ceb2adb3ec1fa907f524444346b9e2e9982237ea2d,2.0,1.96,1.47,2.92,3.25,2.97,2.53,3.29,2.2,3.62,12.0,10.0,14.0,19.0,18.0,19.0,16.0,14.0,7.0,12.0,2.69
3e41662e887a544b9249638fc42e51fff383eabfd0f8f2a69c5d7afe82b59f62,2.58,3.14,3.45,2.53,3.26,3.25,3.71,3.36,3.9,4.0,12.0,11.0,22.0,16.0,17.0,15.0,19.0,18.0,10.0,9.0,3.3
3e57528b979ad6a06e286efce5b87306b2c1332968136f99f1a82beb08b547db,1.83,1.68,2.93,3.03,2.58,3.67,3.5,3.62,3.71,3.5,12.0,11.0,19.0,16.0,18.0,15.0,16.0,16.0,14.0,9.0,3.04
3e73787e48b99d310480cf56d46fe66e86232de478000c9ddcf52764cbb05033,2.42,2.54,2.26,3.0,2.87,2.85,3.11,3.47,4.0,4.0,12.0,13.0,17.0,14.0,23.0,20.0,22.0,19.0,3.0,9.0,2.95
3f61dccdd88e0422b3e6c56d56c06ac0b03aa44e2c64089de8cc34387f67e0e4,2.92,2.64,2.32,2.85,2.58,2.66,3.28,3.56,3.5,3.75,12.0,11.0,19.0,17.0,17.0,19.0,16.0,18.0,10.0,12.0,2.96
3f71ec7fc99d19ec3faa67d05a0cda3fef199636a22b7f9f280b2e8576f0e710,1.33,2.42,2.6,1.42,1.39,2.94,2.55,3.64,3.29,4.0,12.0,9.0,15.0,13.0,13.0,17.0,19.0,18.0,14.0,12.0,2.61
3f8b8ba05ec9b3af32fab7362cdd692b9950bcdb0ffb139eefc1e818f8dd084d,1.75,0.62,1.8,2.59,2.85,3.18,2.48,2.91,3.11,3.0,12.0,4.0,12.0,17.0,20.0,20.0,22.0,19.0,9.0,12.0,2.61
400638dd23d70f184444ac0bfd3483cf7f9fd9f2d05cde7ba6b6201f399ce935,1.58,1.77,1.73,1.64,2.33,2.86,3.04,3.45,3.5,3.5,8.0,11.0,19.0,11.0,15.0,21.0,23.0,20.0,8.0,9.0,2.6
4012860268267fd466123f4890b0fb8041e7616b714d6c8e2c043399dc841b39,2.5,1.14,2.59,1.84,3.0,2.34,2.83,3.59,3.08,2.5,12.0,8.0,22.0,14.0,18.0,16.0,21.0,16.0,12.0,9.0,2.63
40173bec1ff1de5fa2444d8147780eabd873b8dcedccd843b72b6216c3241a47,3.0,3.29,3.0,2.78,2.8,2.76,3.04,2.93,3.5,3.62,12.0,12.0,18.0,16.0,20.0,17.0,12.0,14.0,6.0,12.0,3.01
40d5073e0d1a872b76c8f06d5eda71082ad01eb07f95ee073a94542815a6c445,1.92,1.05,1.77,1.42,1.5,1.8,3.24,3.42,3.3,4.0,12.0,8.0,13.0,13.0,12.0,15.0,21.0,24.0,15.0,9.0,2.49
416ab5106ad2440ac93f108a5542159fa6038b880e5febcda3de7d1431a77721,3.75,3.08,3.4,3.82,3.8,3.92,3.85,3.75,4.0,4.0,12.0,12.0,15.0,17.0,20.0,19.0,20.0,20.0,4.0,12.0,3.74
41be77cf1a6490d9b19f43dc518b21b5a4aaac329f44eb9341ef57d31f534c73,2.92,2.69,3.53,3.05,3.73,3.48,3.61,3.71,4.0,4.0,12.0,13.0,17.0,21.0,22.0,20.0,22.0,17.0,3.0,9.0,3.44
42139db3c6f58853d5a0b50690f096289f017ae95697ec5381f7280fbc2f04e2,2.83,3.14,2.8,3.11,2.67,3.5,2.81,3.31,3.58,4.0,12.0,11.0,22.0,14.0,18.0,18.0,16.0,16.0,12.0,9.0,3.12
422e46a7aeeb855ef8a79a5d6100769d438fe6920ada8148e615c19f8490deb5,2.42,2.71,3.1,2.34,3.59,3.43,3.22,3.07,3.16,4.0,12.0,12.0,15.0,13.0,17.0,21.0,20.0,21.0,19.0,3.0,3.09
4279caf9d0b4530c2359ac41b56b490ccb6da5abc51d1275ab3940b8adae085c,3.58,3.08,3.62,3.7,3.33,3.86,3.09,3.85,3.89,4.0,12.0,12.0,17.0,20.0,18.0,21.0,17.0,13.0,9.0,9.0,3.58
43a2be022f2a9baa357edc3cf6debde3de4f90ce126259ca8d9b7df4fdff4f0b,1.83,1.79,1.58,2.29,2.33,3.62,3.42,3.32,3.54,4.0,12.0,12.0,18.0,17.0,18.0,20.0,18.0,14.0,13.0,9.0,2.75
452d7d5d676ac58285f75b8d24d81a064849785605da313f5e5fa98d8aa74b01,1.67,0.27,1.59,1.72,2.08,2.69,2.23,3.34,3.53,3.18,8.0,3.0,19.0,13.0,17.0,18.0,19.0,22.0,17.0,11.0,2.46
46087db7cf5b56096ae11aa4ac2cfb3857c6565643f9a70745741c3838f80f31,2.58,1.86,2.52,2.56,1.25,2.2,1.75,3.41,3.31,3.17,12.0,11.0,22.0,16.0,9.0,17.0,16.0,17.0,16.0,18.0,2.55
46238a0216d5bce61986cbc0f4dddee424f9a404cbdeb752bf648622fccc451b,1.08,1.33,0.75,1.75,1.48,2.32,2.1,3.17,2.89,3.71,6.0,9.0,9.0,15.0,14.0,14.0,17.0,21.0,23.0,14.0,2.29
4728bbb732470e2f03cfd051dfb876649480c96e700f9fbf6ab491ca3564de36,2.58,2.0,2.15,2.76,3.39,3.16,2.84,3.4,3.25,4.0,12.0,13.0,17.0,19.0,19.0,20.0,22.0,15.0,4.0,9.0,2.91
477a9d244761aa6abd51b0e0f60b2ce5e00179659946670122687601dd5c17d0,2.83,3.23,3.41,3.12,2.71,3.15,2.93,2.89,3.83,4.0,12.0,11.0,22.0,16.0,21.0,20.0,13.0,18.0,12.0,9.0,3.16
47aa82b0547a1c115e610e62bafbe4b2e6a6c2c268ae45609d0cf75f8dcd5857,2.58,2.64,2.36,2.54,2.33,2.41,2.9,3.31,3.43,4.0,12.0,11.0,22.0,14.0,15.0,17.0,13.0,16.0,14.0,12.0,2.81
47f26717322037f711ad259d0ad895ce55e96fec53524ea7dc6ad7a9a8b79ef0,1.58,2.46,2.25,2.18,2.64,2.76,3.72,3.17,3.75,3.0,12.0,12.0,15.0,16.0,21.0,21.0,18.0,15.0,6.0,9.0,2.72
48bb11a9786153f4cf1211a669721697ad008ca2024d3f8a7e6fefa79c3dafc9,3.67,3.67,3.88,3.48,3.76,4.0,3.7,3.82,3.64,4.0,12.0,12.0,17.0,20.0,19.0,17.0,20.0,17.0,7.0,12.0,3.76
4934546be4572b8ce0b33b05e78f4723571dd3452ffca9bf61dfdf94c096f66f,2.83,2.82,3.24,3.18,3.71,3.13,3.25,3.86,3.91,4.0,12.0,11.0,19.0,19.0,19.0,16.0,16.0,14.0,11.0,9.0,3.37
494feeb8a24918e8999bf1bc95c6f28b3b0ea4e48ac997237e60312473120eab,2.83,1.86,3.0,2.68,2.0,2.95,3.53,3.31,3.3,4.0,12.0,8.0,19.0,19.0,17.0,17.0,15.0,21.0,10.0,9.0,2.94
49f424a487442e8e0f2e8629b7ff204b39a9ec98ead2d5fee773ca7b07a59c25,2.58,3.5,3.28,3.06,2.42,3.5,3.75,3.89,3.88,4.0,12.0,11.0,16.0,16.0,18.0,19.0,18.0,14.0,16.0,9.0,3.36
4a66f613bc9428fe6d9dfde3f3096e3fed1704766bed60bba60d0e2c85ad5787,2.58,2.21,1.9,2.18,2.08,3.14,2.86,2.94,3.75,3.32,12.0,12.0,12.0,14.0,15.0,21.0,22.0,22.0,12.0,11.0,2.73
4a9a1b2ca83f0a264f014834bde3f243aad528e7b29af7e735fac35dd3baaa9e,1.83,1.86,2.36,1.78,1.92,2.53,3.7,3.02,3.9,4.0,12.0,11.0,22.0,11.0,17.0,17.0,20.0,21.0,10.0,9.0,2.68
4aac61a19ab69cb7dffb349160d13ba1e26c1a9782e11c12db1e563988345f2c,3.58,2.67,3.1,3.5,3.71,3.63,3.52,3.77,3.88,4.0,12.0,10.0,20.0,19.0,19.0,19.0,20.0,22.0,13.0,9.0,3.54
4b33997c6460bedd6f81bffad1dc043615fca63b0aff2a47e3b729280cb48570,1.92,1.64,2.3,1.62,2.12,2.58,2.74,2.5,3.22,3.25,10.0,8.0,19.0,10.0,17.0,14.0,18.0,20.0,16.0,12.0,2.46
4b515a0c93e8d71451bb24468815aa2f536896b45027925c69162bd548fce689,3.0,3.68,3.5,3.21,3.42,3.94,3.69,3.59,3.75,4.0,12.0,11.0,19.0,17.0,18.0,16.0,16.0,17.0,8.0,9.0,3.55
4e001c72db882cb902c99a979db878c3237b305d35073cb6463396712dbdedda,2.42,2.12,1.74,1.53,2.71,2.65,2.81,3.2,0.0,3.5,12.0,13.0,17.0,16.0,24.0,21.0,24.0,15.0,0.0,9.0,2.51
4e081396d6cbd5626e05165341c9110d7e0d2698da7dede38d78ff56546d096a,3.83,3.71,3.33,3.29,2.96,3.0,2.41,3.14,2.5,3.88,12.0,12.0,18.0,19.0,23.0,16.0,11.0,19.0,6.0,12.0,3.22
4e72b8b3b7c0ddba07b51a1fbf3c3c8d171432d581254efcd804c20dfcb13d21,1.67,1.64,2.68,2.38,2.18,2.08,2.55,2.77,3.57,3.5,10.0,11.0,22.0,14.0,17.0,15.0,21.0,11.0,14.0,9.0,2.51
4eb7b094196a039dfc81ab020c5e16d91ac9836bbf583446a72bd5ea9718ca9e,0.83,1.83,1.67,1.48,1.69,2.35,3.65,3.12,3.12,3.25,4.0,9.0,18.0,14.0,14.0,20.0,20.0,17.0,17.0,12.0,2.48
4f5c651737c6b6b255f25e5235d8c88098444482fd58493f5dbf83ebd063e478,2.75,2.36,2.86,2.42,3.33,3.78,3.11,3.47,3.62,4.0,12.0,11.0,22.0,16.0,18.0,18.0,12.0,19.0,13.0,9.0,3.17
503adefd1e68f00ea7b08a172fcdf2416045b763ea309ff1a71b35842a245037,2.08,1.91,2.75,1.84,2.88,3.29,3.27,3.12,3.38,3.5,12.0,9.0,22.0,13.0,20.0,24.0,13.0,20.0,8.0,9.0,2.84
5055c5f4524f596e8f8f6f6c8b88ff6edb01a57680d32bb8a2daef2d63bab221,2.0,2.18,2.57,2.56,2.89,3.03,3.2,3.45,3.94,4.0,12.0,11.0,19.0,14.0,22.0,16.0,15.0,22.0,16.0,9.0,3.0
50a230d56426b066377535258685bf60e3b10355bc9d198713a47aeb6fc0afab,2.17,2.08,2.0,2.86,2.57,3.55,3.47,3.75,3.11,4.0,8.0,9.0,12.0,22.0,21.0,21.0,19.0,18.0,9.0,9.0,3.03
50ada9de7119f1e6f70d55fa072a485795621d1c9b18d7499980631c66ddab81,2.5,1.0,1.92,3.03,2.15,3.28,3.12,3.35,3.93,4.0,12.0,8.0,15.0,17.0,14.0,18.0,20.0,20.0,14.0,9.0,2.91
50fbd487080dd68dfda39ffc2ff321742915cb987c5ff90a0ab4aee0ee3ab369,3.5,3.46,3.62,3.08,3.71,3.71,3.58,3.58,3.69,4.0,12.0,12.0,17.0,20.0,19.0,19.0,20.0,19.0,8.0,9.0,3.57
510d222361b90c63a89418afc3219f63840b596779badca18308584057834e99,1.08,0.95,1.61,1.71,2.04,1.9,2.24,3.3,3.32,3.5,8.0,9.0,16.0,14.0,14.0,18.0,18.0,20.0,19.0,9.0,2.28
511bc83a9f305e162b74df30e04a5250d2c23a84242353389f87788a5f5b012e,2.25,2.0,2.4,1.89,2.52,3.38,3.2,3.21,3.18,4.0,12.0,9.0,15.0,19.0,20.0,17.0,20.0,14.0,11.0,9.0,2.77
517aaadbaa11477a9bc7f4fbc41ae8f9b086025cb468d2f4b24f3356a94c0965,2.58,3.27,3.41,3.0,2.88,3.44,3.35,3.59,3.91,3.0,12.0,11.0,22.0,16.0,20.0,18.0,13.0,17.0,11.0,9.0,3.25
519882974156e1a52125fcf097d5eef0c2b2ea5303056613817a46aff32aa437,2.17,2.33,3.5,1.42,3.02,3.41,2.48,2.64,3.04,4.0,12.0,12.0,15.0,8.0,20.0,23.0,18.0,12.0,14.0,12.0,2.9
519f55bd83bdd8b1773ffae530ff248b50a242f67a1cb3983150101963e57ac1,1.33,2.42,2.38,2.16,2.8,3.15,3.43,3.0,3.39,1.5,6.0,13.0,15.0,16.0,17.0,24.0,23.0,18.0,14.0,9.0,2.75
51d796a3293d7b681d0d0738417ec018a01711261c22c6a9c6aaf54ac3bc4f5c,2.08,1.55,2.23,1.56,1.75,2.73,3.53,3.69,3.53,4.0,12.0,11.0,19.0,11.0,15.0,15.0,19.0,16.0,16.0,12.0,2.74
52170241f2ff3cd9110324dfe99604e65fbde9ccba0b6566900b63923debbd32,2.42,2.19,2.38,2.22,2.08,3.33,2.72,3.25,3.25,4.0,12.0,13.0,17.0,18.0,15.0,21.0,18.0,14.0,12.0,9.0,2.74
523372dd5e1003779fe67e079ad275bc6c15f2d6ce80b89a46aed5b9fc1a6502,2.33,0.5,2.08,3.21,3.09,3.35,3.53,3.29,3.5,3.81,12.0,3.0,18.0,17.0,19.0,17.0,19.0,14.0,16.0,16.0,3.09
5385dc5797116374db233d974d2ccdd20ff9ac1ce5d7ccdc9e797b1b5c6927a9,3.08,2.88,2.91,3.53,3.08,2.98,2.98,3.34,3.8,4.0,12.0,13.0,17.0,16.0,15.0,23.0,20.0,22.0,5.0,9.0,3.18
548c6b3efb4d04151c516f3ab4bebf4a4a3496403ea75cfdbaa25373719e1d0a,2.33,2.58,2.3,3.0,2.4,2.88,3.72,3.16,2.69,4.0,12.0,12.0,15.0,20.0,15.0,17.0,20.0,19.0,13.0,9.0,2.92
54bc2dd37cc2ea5b20c265a1e5be5d76f67c339069c30bfc11e2bde375281f4d,3.17,2.82,3.32,2.86,2.92,3.17,3.19,3.66,3.17,4.0,12.0,11.0,22.0,14.0,18.0,18.0,13.0,19.0,12.0,12.0,3.24
559f1e76367388607c1605eb1e52b2da87232cc05ab1a2aac784e540f2392071,2.42,2.96,3.83,3.09,3.12,3.58,3.44,3.53,3.75,4.0,12.0,12.0,18.0,17.0,17.0,20.0,16.0,17.0,12.0,9.0,3.38
56891b5168ff4704b17dbacd996a362caf5673e9c1d746ef718b011d4496ba8c,2.5,2.09,2.36,2.0,2.08,2.42,3.04,3.2,3.75,4.0,12.0,11.0,22.0,14.0,15.0,20.0,23.0,20.0,4.0,15.0,2.7
571438e17e4b6c788d147f9c803186f374de7267afcf84cc409db13a66761a08,2.33,1.83,1.33,1.72,2.17,2.89,3.2,3.26,3.22,4.0,12.0,10.0,15.0,13.0,20.0,22.0,20.0,19.0,9.0,9.0,2.59
573c2360881e111b87eddb5106f729332d4f1ae9369f622162913311b5380c1c,2.75,1.79,1.0,1.11,1.75,0.0,3.0,2.52,2.89,2.75,12.0,12.0,9.0,12.0,18.0,0.0,19.0,21.0,22.0,18.0,2.32
57e629ad5a37d4358bd8cbe63bf829ed5284da2ceb56d1eded654d200bb73ae1,2.17,2.08,3.0,3.22,2.7,3.6,3.45,3.62,1.6,4.0,10.0,12.0,19.0,20.0,20.0,20.0,21.0,13.0,2.0,9.0,3.1
581ac8c0e307dbbfa96bccefba5559b87ae6d3f94e9cace331ab099db545718c,3.83,3.58,3.65,3.74,3.07,3.69,3.56,3.76,3.55,4.0,12.0,12.0,17.0,17.0,18.0,21.0,18.0,17.0,11.0,9.0,3.62
581f7a90e776ee5e5a0b5e0815d720742c2a01824ca553baed2779e10ee507b9,2.75,3.41,3.25,3.19,2.92,3.57,3.07,3.79,3.57,3.5,12.0,11.0,22.0,16.0,18.0,15.0,15.0,14.0,14.0,9.0,3.29
591cc4d378a24a49fd7a86f50e963e00628af5d5fafc8f65afb39e73e25ac8f0,2.67,3.55,3.58,3.53,2.57,3.52,3.47,3.55,4.0,4.0,12.0,11.0,19.0,16.0,18.0,20.0,16.0,20.0,6.0,9.0,3.39
5990c4fab25e8d6bd313c9ce2e549b0bd4a8c0fb5da05c55b4604ee589625401,2.25,1.23,1.95,1.68,2.42,1.97,2.86,1.67,3.13,4.0,12.0,9.0,19.0,17.0,20.0,13.0,22.0,9.0,19.0,12.0,2.39
5a220dcbede041b467277569b083cf9d1004359bcabedc06a81a799dbe5cbff2,2.42,1.96,2.35,3.05,3.33,3.38,3.75,3.5,4.0,4.0,12.0,13.0,17.0,22.0,18.0,21.0,20.0,17.0,6.0,9.0,3.14
5a2bfa23532bb670166ee5aaa5a9ff38a8f36226a705d531eb593a41858b8539,2.17,2.88,3.42,3.5,2.35,3.92,3.57,3.93,3.69,4.0,12.0,12.0,18.0,19.0,17.0,20.0,21.0,14.0,13.0,9.0,3.36
5a4bfff1a6723920ce38e1234cc6e95a47302151b663703cba9a0d491cf6e924,2.33,3.21,3.08,2.68,2.83,3.58,3.87,3.72,3.5,4.0,12.0,12.0,18.0,17.0,23.0,18.0,15.0,18.0,6.0,12.0,3.25
5a667d2425796b41e858887e81271056c87bc72aa4d208c28f2499f3c2cb2f0e,2.75,2.36,2.59,1.31,0.83,2.24,2.25,2.92,3.22,3.0,12.0,11.0,22.0,11.0,9.0,17.0,16.0,15.0,23.0,15.0,2.48
5ae35b5fa73d5562309d59991f284862b4d11ea45a8626ab804c7e51da60815c,1.42,1.77,1.59,2.18,2.02,2.52,2.4,3.38,2.53,3.5,8.0,10.0,14.0,19.0,16.0,21.0,17.0,17.0,17.0,9.0,2.37
5aec3fee09fce208b2063e1ee8bf381afd88a50d82381a07b6aabacb45fabf6a,2.0,2.18,2.52,2.78,2.5,3.03,2.97,3.32,4.0,4.0,12.0,11.0,22.0,16.0,18.0,19.0,15.0,22.0,6.0,9.0,2.85
5bbcae50cfb7d25b97b27ca55ca2e3c34829406f3154f945847628df971b4f09,3.0,3.27,3.73,3.62,3.43,3.71,3.17,3.84,3.58,4.0,12.0,11.0,22.0,16.0,21.0,17.0,18.0,16.0,12.0,9.0,3.54
5be3eab88271d9868c1972351a49ae0b95e76a44c79727109d79d836f6655dfb,2.0,2.54,3.1,2.77,2.83,3.4,3.59,3.0,3.7,3.73,8.0,13.0,15.0,15.0,18.0,21.0,23.0,17.0,10.0,11.0,3.12
5d8b6acc67718c9ba1bd1704ba3b5ead8c440b663c0048250967454388f7498a,1.75,0.45,2.86,1.89,2.14,2.86,2.92,3.7,3.73,4.0,12.0,5.0,22.0,16.0,21.0,21.0,18.0,20.0,11.0,9.0,2.74
5e40d85bc3fe5510f3cda2e6c5a60f4b466c978f7c4d6f4803bab436e6410470,1.92,2.21,2.4,1.32,2.36,2.6,2.95,3.5,3.56,4.0,8.0,12.0,12.0,11.0,18.0,20.0,21.0,22.0,9.0,9.0,2.72
5e6761addca327ec83bf00845b91ede2ca42eceb0fa91496fa958fe1aeefa342,3.0,2.95,3.34,3.06,2.64,2.58,2.97,3.44,3.53,3.5,12.0,11.0,22.0,16.0,21.0,18.0,15.0,18.0,18.0,9.0,3.09
5e6f3c318684695d3633558fb9b714bea1f4ca455eaa4d4eb6efe75a71192dad,2.58,2.17,2.32,3.47,2.82,3.11,2.87,3.0,4.0,3.5,12.0,12.0,17.0,17.0,20.0,19.0,19.0,14.0,6.0,9.0,2.92
6016a16a99905b080899365604490e6962a66373ee5eac23cd6a95cf52e6857b,3.08,2.14,2.52,1.39,2.43,2.5,3.18,2.93,3.67,3.62,12.0,11.0,19.0,9.0,18.0,17.0,20.0,15.0,9.0,12.0,2.75
61021a807cf9bc44776886bccd965871f76fff2e49e67ce176d94ae00331c893,1.83,1.64,1.98,2.25,1.79,2.43,2.34,2.88,3.38,3.62,12.0,9.0,19.0,16.0,15.0,18.0,14.0,16.0,16.0,12.0,2.43
61b88f39d6db23a6bb42cc55d39957f64b1bf46a797472469b8c51ac29d40c16,3.17,2.21,3.5,3.55,3.78,3.91,3.78,4.0,4.0,4.0,12.0,8.0,18.0,21.0,20.0,17.0,18.0,14.0,7.0,14.0,3.65
62a47f22facbe433a492883774f40333c6d49087e63064f460f4e7afeaf90fcb,3.58,3.08,3.42,3.78,3.57,3.93,3.15,3.59,3.62,4.0,12.0,10.0,18.0,20.0,21.0,21.0,17.0,17.0,8.0,9.0,3.58
62bf5337abcf0a36a80902e9698e0efe124bd8384849717e9e5b813f19e9f90d,2.17,0.67,2.0,2.19,2.08,3.18,3.58,3.37,3.0,4.0,12.0,5.0,18.0,13.0,18.0,20.0,19.0,19.0,10.0,12.0,2.77
63743cc1877591774fb8d042ba2995394473399dac139d838f685dbe038d1a2a,2.75,3.23,3.45,3.69,3.0,3.39,3.58,3.59,3.68,1.85,12.0,11.0,22.0,18.0,17.0,22.0,19.0,23.0,19.0,9.0,3.33
64aab885feb6f68b4f726e4a363db639452da9279622d49d597b81f84fbab878,2.58,2.82,2.37,2.82,2.58,3.45,3.52,3.71,3.82,4.0,12.0,11.0,16.0,19.0,20.0,21.0,22.0,17.0,11.0,9.0,3.14
64d3bbaa9b76376e99a467a4a0a58053e758023c2f121178d7b631f4698639f6,2.5,3.32,2.84,3.38,3.0,3.57,3.73,3.46,3.75,4.0,12.0,11.0,16.0,16.0,18.0,21.0,13.0,14.0,16.0,9.0,3.34
64e7e521c43a2061c56465bef5495389f6f3317f0a8b37a11d8dcc8c8f970418,2.08,2.0,2.5,1.25,2.26,2.43,2.84,2.88,2.64,4.0,12.0,12.0,15.0,13.0,21.0,20.0,19.0,18.0,11.0,12.0,2.49
654739bd9e0a76774be82ef18438a6edc62119fe6ab9388bd24de2decfa59f7c,2.17,1.68,2.0,2.32,1.98,2.61,1.96,3.8,3.19,3.62,12.0,11.0,22.0,14.0,20.0,18.0,11.0,5.0,24.0,12.0,2.47
65a4d814df4ac60e41822ff8e98841efbacdddf17381fcfd09f6561ce7c0b351,2.83,2.17,3.0,2.76,3.15,3.92,2.12,3.45,3.86,4.0,12.0,12.0,18.0,19.0,20.0,19.0,13.0,22.0,7.0,9.0,3.12
661ae8942cdfef677ffca7f273b9913ab99a3f102d3b0eda013f771ca5408b0e,2.08,2.09,2.92,2.08,1.5,2.35,3.17,3.35,2.36,4.0,8.0,11.0,19.0,17.0,12.0,17.0,21.0,17.0,7.0,12.0,2.67
663f13f42dfb6b28de1c76ac2e4ed27894a9a403690f6de8a98079437b9ee253,1.58,3.0,2.35,2.52,2.07,2.98,2.39,3.53,1.0,3.0,8.0,13.0,17.0,21.0,22.0,23.0,17.0,17.0,3.0,9.0,2.59
6642b5bccda5e9f1e60c4f783ce7d024f7b32034ae20cc4d8e3c31baa405930b,2.92,3.12,3.58,3.71,3.5,3.72,3.14,3.53,3.64,4.0,12.0,12.0,18.0,17.0,20.0,20.0,18.0,18.0,11.0,9.0,3.49
6656fc232026e5215ce84f3504ffa7fdeb77341f201eec6fe5b6e94ead40e6c1,3.0,2.82,2.93,2.41,3.21,3.83,2.81,3.62,3.8,4.0,12.0,11.0,22.0,16.0,19.0,18.0,16.0,16.0,10.0,13.0,3.22
66ba27e8ad812e1eafbe6ecc5346e365f3cdafe9e0f142c41d119ee92c2ab44c,2.83,2.08,2.8,2.88,3.12,2.9,2.5,3.75,3.55,4.0,12.0,12.0,15.0,17.0,17.0,21.0,13.0,14.0,11.0,12.0,3.03
67e9f8948f03fbcdaaf16ca7a0409b69b407dbeb34c26f5c3aa1e562c47dc8c8,2.92,3.38,3.24,3.03,3.76,3.69,3.76,3.55,3.0,4.0,12.0,13.0,17.0,16.0,19.0,18.0,19.0,22.0,2.0,11.0,3.49
