Semester,GPA,CPA,TC qua,Acc,Debt,Reg,Level,Warning,Missing,No count,Prog,Relative Term,EncryptedID
20192,2.81,1.9,18,74,9,83,Năm thứ ba,Mức 0, , ,Kỹ thuật điện tử - viễn thông,6,227341c3901d79fb3a65304385ff8f4b56dc1571b6aa33a92b4fe7fdbd14b715
20201,2,1.98,15,89,12,101,Năm thứ ba,Mức 0, ,"FL0350,TOEIC 350;",Kỹ thuật điện tử - viễn thông,7,227341c3901d79fb3a65304385ff8f4b56dc1571b6aa33a92b4fe7fdbd14b715
20202,3.09,2.23,22,111,9,122,Năm thứ tư,Mức 0, ,"FL0400,TOEIC 400;FL0350,TOEIC 350;",Kỹ thuật điện tử - viễn thông,8,227341c3901d79fb3a65304385ff8f4b56dc1571b6aa33a92b4fe7fdbd14b715
20211,3.08,2.47,18,137,6,143,Năm thứ năm,Mức 0, ,"FL0400,TOEIC 400;FL0350,TOEIC 350;",Kỹ thuật điện tử - viễn thông,9,227341c3901d79fb3a65304385ff8f4b56dc1571b6aa33a92b4fe7fdbd14b715
20212,3,2.63,15,152,3,155,Năm thứ năm,Mức 0, ,"FL0400,TOEIC 400;FL0350,TOEIC 350;",Kỹ thuật điện tử - viễn thông,10,227341c3901d79fb3a65304385ff8f4b56dc1571b6aa33a92b4fe7fdbd14b715
20221,2.5,2.68,3,155,0,155,Năm thứ năm,Mức 0, ,"FL0400,TOEIC 400;FL0350,TOEIC 350;",Kỹ thuật điện tử - viễn thông,11,227341c3901d79fb3a65304385ff8f4b56dc1571b6aa33a92b4fe7fdbd14b715
20171,1.14,1.14,12,12,2,14,Năm thứ nhất,Mức 0, , ,Kỹ thuật điện tử - viễn thông,1,edea4eeec4fea7d020f7280171799b9c2691f9f94b3603e03025b8a96e566a93
20172,1.27,1.2,11,23,2,25,Năm thứ nhất,Mức 0, , ,Kỹ thuật điện tử - viễn thông,2,edea4eeec4fea7d020f7280171799b9c2691f9f94b3603e03025b8a96e566a93
20181,1.76,1.46,16,39,7,46,Năm thứ hai,Mức 0, , ,Kỹ thuật điện tử - viễn thông,3,edea4eeec4fea7d020f7280171799b9c2691f9f94b3603e03025b8a96e566a93
20182,0.7,1.27,9,48,13,61,Năm thứ hai,Mức 0, , ,Kỹ thuật điện tử - viễn thông,4,edea4eeec4fea7d020f7280171799b9c2691f9f94b3603e03025b8a96e566a93
20191,1.18,1.37,9,61,14,75,Năm thứ hai,Mức 0, , ,Kỹ thuật điện tử - viễn thông,5,edea4eeec4fea7d020f7280171799b9c2691f9f94b3603e03025b8a96e566a93
20192,2.12,1.63,17,78,11,89,Năm thứ ba,Mức 0, , ,Kỹ thuật điện tử - viễn thông,6,edea4eeec4fea7d020f7280171799b9c2691f9f94b3603e03025b8a96e566a93
20201,1.7,1.78,14,92,11,103,Năm thứ ba,Mức 0, , ,Kỹ thuật điện tử - viễn thông,7,edea4eeec4fea7d020f7280171799b9c2691f9f94b3603e03025b8a96e566a93
20202,0,1.78,0,92,11,117,Năm thứ ba,Mức 0, , ,Kỹ thuật điện tử - viễn thông,8,edea4eeec4fea7d020f7280171799b9c2691f9f94b3603e03025b8a96e566a93
20211,0.53,1.77,3,100,19,131,Năm thứ tư,Mức 1, , ,Kỹ thuật điện tử - viễn thông,9,edea4eeec4fea7d020f7280171799b9c2691f9f94b3603e03025b8a96e566a93
20212, ,1.61,0,100,31,131,Năm thứ tư,Mức 3, , ,Kỹ thuật điện tử - viễn thông,10,edea4eeec4fea7d020f7280171799b9c2691f9f94b3603e03025b8a96e566a93
20221,0,1.61,0,100,31,131,Năm thứ tư,Mức 3, , ,Kỹ thuật điện tử - viễn thông,11,edea4eeec4fea7d020f7280171799b9c2691f9f94b3603e03025b8a96e566a93
20222, ,1.61,0,100,31,131,Năm thứ tư,Mức 3, , ,Kỹ thuật điện tử - viễn thông,12,edea4eeec4fea7d020f7280171799b9c2691f9f94b3603e03025b8a96e566a93
20231, ,1.61,0,100,31,131,Năm thứ tư,Mức 3, , ,Kỹ thuật điện tử - viễn thông,13,edea4eeec4fea7d020f7280171799b9c2691f9f94b3603e03025b8a96e566a93
20232, ,1.61,0,100,31,131,Năm thứ tư,Mức 3, , ,Kỹ thuật điện tử - viễn thông,14,edea4eeec4fea7d020f7280171799b9c2691f9f94b3603e03025b8a96e566a93
20241, ,1.61,0,100,31,131,Năm thứ tư,Mức 3, , ,Kỹ thuật điện tử - viễn thông,15,edea4eeec4fea7d020f7280171799b9c2691f9f94b3603e03025b8a96e566a93
20171,2.57,2.57,14,14,0,14,Năm thứ nhất,Mức 0, , ,Kỹ thuật điện tử - viễn thông,1,1e70d61b4fbd13cf97b47cc84541a64d74e091ecff5fe2694caff444bec3850a
20172,2,2.32,11,25,0,25,Năm thứ nhất,Mức 0, , ,Kỹ thuật điện tử - viễn thông,2,1e70d61b4fbd13cf97b47cc84541a64d74e091ecff5fe2694caff444bec3850a
20181,2.36,2.34,17,42,4,46,Năm thứ hai,Mức 0, , ,Kỹ thuật điện tử - viễn thông,3,1e70d61b4fbd13cf97b47cc84541a64d74e091ecff5fe2694caff444bec3850a
20182,2.5,2.38,18,60,4,64,Năm thứ hai,Mức 0, , ,Kỹ thuật điện tử - viễn thông,4,1e70d61b4fbd13cf97b47cc84541a64d74e091ecff5fe2694caff444bec3850a
20191,1.42,2.32,11,71,6,80,Năm thứ ba,Mức 0,ET3220;PE1014;, ,Kỹ thuật điện tử - viễn thông,5,1e70d61b4fbd13cf97b47cc84541a64d74e091ecff5fe2694caff444bec3850a
20192,3.17,2.59,20,91,6,100,Năm thứ ba,Mức 0,ET3220;PE1014;, ,Kỹ thuật điện tử - viễn thông,6,1e70d61b4fbd13cf97b47cc84541a64d74e091ecff5fe2694caff444bec3850a
20201,3.02,2.92,17,110,4,114,Năm thứ tư,Mức 0,PE1014;, ,Kỹ thuật điện tử - viễn thông,7,1e70d61b4fbd13cf97b47cc84541a64d74e091ecff5fe2694caff444bec3850a
20202,3.57,3.03,21,129,4,133,Năm thứ năm,Mức 0,PE1014;, ,Kỹ thuật điện tử - viễn thông,8,1e70d61b4fbd13cf97b47cc84541a64d74e091ecff5fe2694caff444bec3850a
20211,3.88,3.23,17,143,0,143,Năm thứ năm,Mức 0,PE1014;, ,Kỹ thuật điện tử - viễn thông,9,1e70d61b4fbd13cf97b47cc84541a64d74e091ecff5fe2694caff444bec3850a
20212,4,3.29,12,155,0,155,Năm thứ năm,Mức 0, ,"PE1010,Giáo dục thể chất A;",Kỹ thuật điện tử - viễn thông,10,1e70d61b4fbd13cf97b47cc84541a64d74e091ecff5fe2694caff444bec3850a
20171,3.29,3.29,14,14,0,14,Năm thứ nhất,Mức 0, , ,Kỹ thuật điện tử - viễn thông,1,dcec91103b2eef3df47adea7139b58afc92da95a78f236b858b307f88d4a3b99
20172,2.55,2.96,11,25,0,25,Năm thứ nhất,Mức 0, , ,Kỹ thuật điện tử - viễn thông,2,dcec91103b2eef3df47adea7139b58afc92da95a78f236b858b307f88d4a3b99
20181,2.58,2.8,19,46,0,46,Năm thứ hai,Mức 0, , ,Kỹ thuật điện tử - viễn thông,3,dcec91103b2eef3df47adea7139b58afc92da95a78f236b858b307f88d4a3b99
20182,1.83,2.53,12,58,6,64,Năm thứ hai,Mức 0, , ,Kỹ thuật điện tử - viễn thông,4,dcec91103b2eef3df47adea7139b58afc92da95a78f236b858b307f88d4a3b99
20191,2.82,2.56,19,79,6,85,Năm thứ ba,Mức 0, , ,Kỹ thuật điện tử - viễn thông,5,dcec91103b2eef3df47adea7139b58afc92da95a78f236b858b307f88d4a3b99
20192,2.64,2.57,18,97,6,103,Năm thứ tư,Mức 0, , ,Kỹ thuật điện tử - viễn thông,6,dcec91103b2eef3df47adea7139b58afc92da95a78f236b858b307f88d4a3b99
20201,3.14,2.78,14,111,0,111,Năm thứ tư,Mức 0, , ,Kỹ thuật điện tử - viễn thông,7,dcec91103b2eef3df47adea7139b58afc92da95a78f236b858b307f88d4a3b99
20202,3.5,2.89,20,131,0,133,Năm thứ năm,Mức 0, ,"FL0400,TOEIC 400;",Kỹ thuật điện tử - viễn thông,8,dcec91103b2eef3df47adea7139b58afc92da95a78f236b858b307f88d4a3b99
20211,3.15,2.93,10,143,0,143,Năm thứ năm,Mức 0, ,"FL0400,TOEIC 400;",Kỹ thuật điện tử - viễn thông,9,dcec91103b2eef3df47adea7139b58afc92da95a78f236b858b307f88d4a3b99
20212,4,2.95,3,146,0,146,Năm thứ năm,Mức 0, ,"FL0400,TOEIC 400;",Kỹ thuật điện tử - viễn thông,10,dcec91103b2eef3df47adea7139b58afc92da95a78f236b858b307f88d4a3b99
20221,3,2.95,9,155,0,155,Năm thứ năm,Mức 0, ,"FL0400,TOEIC 400;",Kỹ thuật điện tử - viễn thông,11,dcec91103b2eef3df47adea7139b58afc92da95a78f236b858b307f88d4a3b99
20171,1.36,1.36,10,10,4,14,Năm thứ nhất,Mức 0, , ,Kỹ thuật điện tử - viễn thông,1,7bbe305c822dca4166c31f101e86c5c29f02e6069c3d19f40e910793fb54c38f
20172,0,0.76,0,10,15,25,Năm thứ nhất,Mức 1, , ,Kỹ thuật điện tử - viễn thông,2,7bbe305c822dca4166c31f101e86c5c29f02e6069c3d19f40e910793fb54c38f
20181,1.78,1.16,13,23,18,41,Năm thứ nhất,Mức 0, , ,Kỹ thuật điện tử - viễn thông,3,7bbe305c822dca4166c31f101e86c5c29f02e6069c3d19f40e910793fb54c38f
20182,0.57,1.37,7,30,11,41,Năm thứ nhất,Mức 0, , ,Kỹ thuật điện tử - viễn thông,4,7bbe305c822dca4166c31f101e86c5c29f02e6069c3d19f40e910793fb54c38f
20191,2.3,1.88,20,56,8,64,Năm thứ hai,Mức 0, , ,Kỹ thuật điện tử - viễn thông,5,7bbe305c822dca4166c31f101e86c5c29f02e6069c3d19f40e910793fb54c38f
20192,3.23,2.22,22,78,8,86,Năm thứ ba,Mức 0, , ,Kỹ thuật điện tử - viễn thông,6,7bbe305c822dca4166c31f101e86c5c29f02e6069c3d19f40e910793fb54c38f
20201,3.32,2.38,14,92,8,100,Năm thứ ba,Mức 0, , ,Kỹ thuật điện tử - viễn thông,7,7bbe305c822dca4166c31f101e86c5c29f02e6069c3d19f40e910793fb54c38f
20202,2.9,2.58,24,116,3,119,Năm thứ tư,Mức 0, ,"CLE4333,Tiếng Anh Aptis trình độ B1;",Kỹ thuật điện tử - viễn thông,8,7bbe305c822dca4166c31f101e86c5c29f02e6069c3d19f40e910793fb54c38f
20211,3.81,2.82,21,143,0,143,Năm thứ năm,Mức 0,PE1024;,"CLE4333,Tiếng Anh Aptis trình độ B1;",Kỹ thuật điện tử - viễn thông,9,7bbe305c822dca4166c31f101e86c5c29f02e6069c3d19f40e910793fb54c38f
20212,4,2.91,12,155,0,155,Năm thứ năm,Mức 0,PE1024;,"CLE4333,Tiếng Anh Aptis trình độ B1;",Kỹ thuật điện tử - viễn thông,10,7bbe305c822dca4166c31f101e86c5c29f02e6069c3d19f40e910793fb54c38f
20171,1.29,1.29,10,10,4,14,Năm thứ nhất,Mức 0, , ,Kỹ thuật điện tử - viễn thông,1,a5ab9a1039d4a03a66f758b518e64b4966f5acd98976aa266d5cc579c20236a5
20172,1.45,1.36,8,18,7,25,Năm thứ nhất,Mức 0, , ,Kỹ thuật điện tử - viễn thông,2,a5ab9a1039d4a03a66f758b518e64b4966f5acd98976aa266d5cc579c20236a5
20181,2.13,1.86,19,43,3,46,Năm thứ hai,Mức 0, , ,Kỹ thuật điện tử - viễn thông,3,a5ab9a1039d4a03a66f758b518e64b4966f5acd98976aa266d5cc579c20236a5
20182,1.42,1.73,18,61,3,64,Năm thứ hai,Mức 0, , ,Kỹ thuật điện tử - viễn thông,4,a5ab9a1039d4a03a66f758b518e64b4966f5acd98976aa266d5cc579c20236a5
20191,2.71,2.03,19,80,0,80,Năm thứ ba,Mức 0, , ,Kỹ thuật điện tử - viễn thông,5,a5ab9a1039d4a03a66f758b518e64b4966f5acd98976aa266d5cc579c20236a5
20192,3.31,2.27,18,98,0,98,Năm thứ tư,Mức 0, , ,Kỹ thuật điện tử - viễn thông,6,a5ab9a1039d4a03a66f758b518e64b4966f5acd98976aa266d5cc579c20236a5
20201,3.46,2.42,14,112,0,112,Năm thứ tư,Mức 0, , ,Kỹ thuật điện tử - viễn thông,7,a5ab9a1039d4a03a66f758b518e64b4966f5acd98976aa266d5cc579c20236a5
20202,3.67,2.56,15,127,0,129,Năm thứ tư,Mức 0, , ,Kỹ thuật điện tử - viễn thông,8,a5ab9a1039d4a03a66f758b518e64b4966f5acd98976aa266d5cc579c20236a5
20211,3.6,2.68,15,144,0,144,Năm thứ năm,Mức 0, , ,Kỹ thuật điện tử - viễn thông,9,a5ab9a1039d4a03a66f758b518e64b4966f5acd98976aa266d5cc579c20236a5
20212,3.62,2.76,12,156,0,156,Năm thứ năm,Mức 0, , ,Kỹ thuật điện tử - viễn thông,10,a5ab9a1039d4a03a66f758b518e64b4966f5acd98976aa266d5cc579c20236a5
20171,1.43,1.43,14,14,0,14,Năm thứ nhất,Mức 0, , ,Kỹ thuật điện tử - viễn thông,1,9f00488526e7740253b988f63f0174c53192285e9ff88eefc3a03b2bffe00eb6
20172,1.45,1.44,11,25,0,25,Năm thứ nhất,Mức 0, , ,Kỹ thuật điện tử - viễn thông,2,9f00488526e7740253b988f63f0174c53192285e9ff88eefc3a03b2bffe00eb6
20181,1.45,1.45,17,42,4,46,Năm thứ hai,Mức 0, , ,Kỹ thuật điện tử - viễn thông,3,9f00488526e7740253b988f63f0174c53192285e9ff88eefc3a03b2bffe00eb6
20182,1.25,1.41,6,48,10,58,Năm thứ hai,Mức 0, , ,Kỹ thuật điện tử - viễn thông,4,9f00488526e7740253b988f63f0174c53192285e9ff88eefc3a03b2bffe00eb6
20191,2.02,1.59,21,69,9,78,Năm thứ ba,Mức 0, , ,Kỹ thuật điện tử - viễn thông,5,9f00488526e7740253b988f63f0174c53192285e9ff88eefc3a03b2bffe00eb6
20192,2.61,1.97,18,87,0,87,Năm thứ ba,Mức 0, , ,Kỹ thuật điện tử - viễn thông,6,9f00488526e7740253b988f63f0174c53192285e9ff88eefc3a03b2bffe00eb6
20201,2.75,2.1,15,102,3,105,Năm thứ tư,Mức 0, , ,Kỹ thuật điện tử - viễn thông,7,9f00488526e7740253b988f63f0174c53192285e9ff88eefc3a03b2bffe00eb6
20202,2.5,2.24,18,117,0,119,Năm thứ tư,Mức 0, , ,Kỹ thuật điện tử - viễn thông,8,9f00488526e7740253b988f63f0174c53192285e9ff88eefc3a03b2bffe00eb6
20211,2.65,2.33,17,136,3,139,Năm thứ năm,Mức 0, , ,Kỹ thuật điện tử - viễn thông,9,9f00488526e7740253b988f63f0174c53192285e9ff88eefc3a03b2bffe00eb6
20212,3.86,2.4,7,143,3,146,Năm thứ năm,Mức 0, , ,Kỹ thuật điện tử - viễn thông,10,9f00488526e7740253b988f63f0174c53192285e9ff88eefc3a03b2bffe00eb6
20221,3,2.49,9,152,3,155,Năm thứ năm,Mức 0, , ,Kỹ thuật điện tử - viễn thông,11,9f00488526e7740253b988f63f0174c53192285e9ff88eefc3a03b2bffe00eb6
